got_lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,got_links,got_occurences,got_certainty,got_reconstructedness,got_ipa,got_en,got_pos,substi
azēti,N.,"Leichtigkeit, Vergnügen, Lust, Annehmlichkeit, z-Rune","ease (N.), comfort (N.), pleasure, name of z-rune",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['2'],uncertain,form,azetɪ,"ease, comfort, pleasure, name_of_zrune",n,too long
azēts,Adj.,"leicht, erträglich","easy (Adj.), comfortable, pleasurable",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['5'],certain,form,azets,"easy, comfortable, pleasurable",a,
azgō,F.,Asche,"ashes, ash, cinder",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['4'],certain,form,azɡo,"ashes, ash, cinder",n,"aso, asu, aʃʲo, aʃʲu, ako, aku, aŋo, aŋu, aʃʲko, aʃʲku, æso, æsu, æʃʲo, æʃʲu, æko, æku, æŋo, æŋu, æʃʲko, æʃʲku"
azwme,Sb.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,[],certain,,azwme,,n,"ase, asi, aʃʲe, aʃʲi, awe, awi, ame, ami, æse, æsi, æʃʲe, æʃʲi, æwe, æwi, æme, æmi"
azwmus,M.,ungesäuertes Brot,unleavened bread,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['1'],certain,form,azwmus,unleavened_bread,n,
b,Buchstabe,"b, Abkürzung für 2","b, abbreviation for 2",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['9'],certain,,b,"b, abbreviation_for_2",r,
ba,"Konj., Partikel",wenn,"if, even if",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,"['1', '1']",certain,,ba,"if, even_if",rr,"pa, pæ, ma, mæ, wa, wæ"
ba,Adv.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['2'],certain,,ba,,r,"pa, pæ, ma, mæ, wa, wæ"
ba,"Pron., N.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['3'],certain,,ba,,rn,"pa, pæ, ma, mæ, wa, wæ"
baar,N.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,[],certain,,baar,,n,
badi,N.,Bett,"bed (N.), pallet",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['7'],certain,form,baðɪ,"bed, pallet",n,"paði, paðe, pæði, pæðe, maði, maðe, mæði, mæðe, waði, waðe, wæði, wæðe"
badu,M.,Kampf,"fight (N.), battle (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,[],certain,word,baðu,"fight, battle",n,"paðu, paðo, pæðu, pæðo, maðu, maðo, mæðu, mæðo, waðu, waðo, wæðu, wæðo"
badus,M.,Kampf,"fight (N.), battle (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,[],certain,word,baðus,"fight, battle",n,too long
badus,M.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,[],certain,word,baðus,,n,too long
baggwiþa,F.,Wohnung,"dwelling (N.), home (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,[],certain,word,baɡɡwɪθa,"dwelling, home",n,too long
bagks,M.,Bank (F.) (1),bench,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,[],uncertain,word,baŋks,bench,n,
bagms,M.,Baum,tree,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,['12'],certain,,baɣms,tree,n,
bai,Adj.,beide,both,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,"['1', '7']",certain,,baɪ,both,a,"pæ, pi, pe, mæ, mi, me, wæ, wi, we"
Nba,Adj.,beide,both,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=33,[],certain,,nba,both,a,"na, næ, pa, pæ, ma, mæ, wa, wæ"
bai,Konj.,wenn,"if, even if, even though",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,['2'],certain,word,baɪ,"if, even_if, even_though",r,"pæ, pi, pe, mæ, mi, me, wæ, wi, we"
bai,Konj.,wenn,"if, even if, even though",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,[],certain,word,baɪ,"if, even_if, even_though",r,"pæ, pi, pe, mæ, mi, me, wæ, wi, we"
baidjan,V.,"zwingen, nötigen","compel, force (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,['2'],certain,form,baɪðjan,"compel, force",v,too long
baira,M.,Bär (M.) (1),bear (N.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,[],certain,word,baɪra,bear,n,"pæra, pæræ, pira, piræ, pera, peræ, mæra, mæræ, mira, miræ, mera, meræ, wæra, wæræ, wira, wiræ, wera, weræ"
bera,M.,Bär (M.) (1),bear (N.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,[],certain,word,bera,bear,n,"pera, peræ, pira, piræ, mera, meræ, mira, miræ, wera, weræ, wira, wiræ"
bere,M.,Bär (M.) (1),bear (N.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,[],certain,word,bere,bear,n,"pere, piri, mere, miri, were, wiri"
baírabagms,M.,Maulbeerbaum,"bearberry tree, mulberry tree",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,['1'],certain,form,bɛraβaɣms,"bearberry_tree, mulberry_tree",n,too long
baíran,V.,"tragen, leiden, erleiden, gebären, ertragen","bear (V.), carry, bring, endure, suffer, give birth",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,['4645'],certain,,bɛran,"bear, carry, bring, endure, suffer, give_birth",v,too long
baírga,F.,Berge (F.),shelter (N.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,[],uncertain,word,bɛrɡa,shelter,n,"pera, peræ, peka, pekæ, peŋa, peŋæ, pæra, pæræ, pæka, pækæ, pæŋa, pæŋæ, mera, meræ, meka, mekæ, meŋa, meŋæ, mæra, mæræ, mæka, mækæ, mæŋa, mæŋæ, wera, weræ, weka, wekæ, weŋa, weŋæ, wæra, wæræ, wæka, wækæ, wæŋa, wæŋæ"
baírgahei,F.,"Gebirgsgegend, Berggegend, Gebirge","hill country, mountainous area",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,['2'],certain,form,bɛrɡahi,"hill_country, mountainous_area",n,too long
baírgahs,Adj.,"bergig, gebirgig","hilly, mountainous",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,[],uncertain,word,bɛrɡahs,"hilly, mountainous",a,too long
baírgan,V.,"bergen, bewahren, erhalten (V.)","preserve (V.), protect, keep",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,['3'],certain,form,bɛrɡan,"preserve, protect, keep",v,too long
bairgō,F.,Berge (F.),shelter (N.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,[],certain,word,baɪrɡo,shelter,n,"pæro, pæru, pæko, pæku, pæŋo, pæŋu, piro, piru, piko, piku, piŋo, piŋu, pero, peru, peko, peku, peŋo, peŋu, mæro, mæru, mæko, mæku, mæŋo, mæŋu, miro, miru, miko, miku, miŋo, miŋu, mero, meru, meko, meku, meŋo, meŋu, wæro, wæru, wæko, wæku, wæŋo, wæŋu, wiro, wiru, wiko, wiku, wiŋo, wiŋu, wero, weru, weko, weku, weŋo, weŋu"
bergō,F.,Berge (F.),shelter (N.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,[],certain,word,berɡo,shelter,n,"pero, peru, peko, peku, peŋo, peŋu, piro, piru, piko, piku, piŋo, piŋu, mero, meru, meko, meku, meŋo, meŋu, miro, miru, miko, miku, miŋo, miŋu, wero, weru, weko, weku, weŋo, weŋu, wiro, wiru, wiko, wiku, wiŋo, wiŋu"
baírgs,M.,Berg,mountain,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,[],uncertain,word,bɛrɡs,mountain,n,
baírhtaba,Adv.,"hell, glänzend, deutlich, offen","radiantly, very plainly, clearly, brightly, openly",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,['5'],certain,,bɛrhtaβa,"radiantly, very_plainly, clearly, brightly, openly",r,too long
baírhtei,F.,"Helle, Offenbarung, Klarheit, Verkündigung","brightness, clarity, clearness, manifestness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,['3'],certain,form,bɛrhti,"brightness, clarity, clearness, manifestness",n,"peri, pere, peji, peje, peki, peke, peŋi, peŋe, peti, pete, pekti, pekte, pæri, pære, pæji, pæje, pæki, pæke, pæŋi, pæŋe, pæti, pæte, pækti, pækte, meri, mere, meji, meje, meki, meke, meŋi, meŋe, meti, mete, mekti, mekte, mæri, mære, mæji, mæje, mæki, mæke, mæŋi, mæŋe, mæti, mæte, mækti, mækte, weri, were, weji, weje, weki, weke, weŋi, weŋe, weti, wete, wekti, wekte, wæri, wære, wæji, wæje, wæki, wæke, wæŋi, wæŋe, wæti, wæte, wækti, wækte"
baírhteins,F.,Erscheinung,apparition,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,[],uncertain,word,bɛrhtins,apparition,n,too long
baírhtjan,V.,offenbaren,"exhibit clearly, manifest (V.), show (V.), disclose",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,['1'],certain,form,bɛrhtjan,"exhibit_clearly, manifest, show, disclose",v,too long
baírhts,Adj.,"hell, offenbar, deutlich","bright, clear (Adj.), manifest (Adj.), evident",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,['5'],certain,form,bɛrhts,"bright, clear, manifest, evident",a,
berhts,Adj.,"hell, offenbar, deutlich","bright, clear (Adj.), manifest (Adj.), evident",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,[],certain,form,berhts,"bright, clear, manifest, evident",a,
baírka,F.,Birke,"birch, birch tree",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,[],uncertain,word,bɛrka,"birch, birch_tree",n,"pera, peræ, peka, pekæ, pæra, pæræ, pæka, pækæ, mera, meræ, meka, mekæ, mæra, mæræ, mæka, mækæ, wera, weræ, weka, wekæ, wæra, wæræ, wæka, wækæ"
baírkan,N.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,[],certain,form,bɛrkan,,n,too long
baitraba,Adv.,bitter,bitterly,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,['1'],certain,,baɪtraβa,bitterly,r,too long
baitrei,F.,Bitterkeit,bitterness,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=34,['2'],certain,,baɪtri,bitterness,n,"pæti, pæte, pæri, pære, piti, pite, piri, pire, peti, pete, peri, pere, mæti, mæte, mæri, mære, miti, mite, miri, mire, meti, mete, meri, mere, wæti, wæte, wæri, wære, witi, wite, wiri, wire, weti, wete, weri, were"
baitrs,Adj.,bitter,bitter (Adj.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,['1'],certain,form,baɪtrs,bitter,a,
bajōþs,Num.,beide,both,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,['5'],certain,,bajoθs,both,r,too long
bala,M.,Pferd mit Blesse,horse with a blaze,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,['2'],certain,form,bala,horse_with_a_blaze,n,"pala, pælæ, mala, mælæ, wala, wælæ"
bald,Adj.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,[],certain,word,bald,,a,
balgbrust,Sb.,Balgbersten,bursting of skin,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,[],uncertain,word,balɡbrust,bursting_of_skin,n,too long
balgs,M.,"Balg, Schlauch, Tasche","leather bag, bag made of skin, wine-skin",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,['12'],certain,form,balɡs,"leather_bag, bag_made_of_skin, wineskin",n,
bals,Adj.,weiß,white,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,[],uncertain,word,bals,white,a,
balsagga,M.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,[],uncertain,,balsaŋɡa,,n,too long
balsan,N.,"Salbe, Balsam","balsam (N.), ointment, perfumed ointment",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,['8'],certain,,balsan,"balsam, ointment, perfumed_ointment",n,too long
balþaba,Adv.,"kühn, freimütig","boldly, openly, frankly",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,['2'],certain,,balθaβa,"boldly, openly, frankly",r,too long
balþei,F.,"Kühnheit, Freimut, Freimütigkeit, Unerschrockenheit","boldness, confidence, frankness, fearlessness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,['6'],certain,form,balθi,"boldness, confidence, frankness, fearlessness",n,"pali, pale, pati, pate, pasi, pase, pæli, pæle, pæti, pæte, pæsi, pæse, mali, male, mati, mate, masi, mase, mæli, mæle, mæti, mæte, mæsi, mæse, wali, wale, wati, wate, wasi, wase, wæli, wæle, wæti, wæte, wæsi, wæse"
balþjan,V.,"kühn sein (V.), wagen","be bold, dare, show courage",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,['1'],certain,form,balθjan,"be_bold, dare, show_courage",v,too long
balþs,Adj.,"„geschwollen“, kühn",bold (Adj.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,[],certain,word,balθs,bold,a,
bald,Adj.,"„geschwollen“, kühn",bold (Adj.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,[],certain,word,bald,bold,a,
balu,N.,"Unglück, Übel","bale (N.), viciousness, balefulness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,[],uncertain,word,balu,"bale, viciousness, balefulness",n,"palu, palo, pælu, pælo, malu, malo, mælu, mælo, walu, walo, wælu, wælo"
balus,Adj.,"böse, übel","baleful, pernicious",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,[],certain,word,balus,"baleful, pernicious",a,too long
balwaweis,Adj.,"böse, übel","baleful, wicked, malicious",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,[],certain,word,balwawis,"baleful, wicked, malicious",a,too long
balwaweisei,F.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,[],certain,form,balwawisi,,n,too long
balwawēsei,F.,Bosheit,"malice, wickedness, evil (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,['1'],certain,form,balwawesi,"malice, wickedness, evil",n,too long
balwaweisei,F.,Bosheit,"malice, wickedness, evil (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,[],certain,form,balwawisi,"malice, wickedness, evil",n,too long
balweins,F.,"Pein, Strafe, Folter, Qual","torture (N.), torment (N.), punishment",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,['2'],certain,form,balwins,"torture, torment, punishment",n,too long
balwjan,V.,"martern, quälen, plagen","torture (V.), torment (V.), martyr (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=35,['4'],certain,,balwjan,"torture, torment, martyr",v,too long
bandi,F.,"Band (N.), Fessel (F.) (1)","bond, fetter",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,['7'],certain,,bandɪ,"bond, fetter",n,"pani, pane, pati, pate, panti, pante, pæni, pæne, pæti, pæte, pænti, pænte, mani, mane, mati, mate, manti, mante, mæni, mæne, mæti, mæte, mænti, mænte, wani, wane, wati, wate, wanti, wante, wæni, wæne, wæti, wæte, wænti, wænte"
bandja,M.,"Gefangener, Gebundener","person in bonds, prisoner, captive (M.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,['6'],certain,,bandja,"person_in_bonds, prisoner, captive",n,"pana, pata, paja, panta, pænæ, pætæ, pæjæ, pæntæ, mana, mata, maja, manta, mænæ, mætæ, mæjæ, mæntæ, wana, wata, waja, wanta, wænæ, wætæ, wæjæ, wæntæ"
bandwa,F.,Zeichen,"sign (N.), token (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,['1'],certain,form,bandwa,"sign, token",n,"pana, pata, pawa, panta, pænæ, pætæ, pæwæ, pæntæ, mana, mata, mawa, manta, mænæ, mætæ, mæwæ, mæntæ, wana, wata, wawa, wanta, wænæ, wætæ, wæwæ, wæntæ"
bandwjan,V.,"ein Zeichen geben, Wink geben, andeuten, bezeichnen","mark (V.), designate, indicate, make a sign, signify",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,['11'],certain,form,bandwjan,"mark, designate, indicate, make_a_sign, signify",v,too long
bandwō,F.,"Zeichen, verabredetes Zeichen","mark (N.), token (N.), sign (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,['2'],certain,,bandwo,"mark, token, sign",n,"pano, panu, pato, patu, pawo, pawu, panto, pantu, pæno, pænu, pæto, pætu, pæwo, pæwu, pænto, pæntu, mano, manu, mato, matu, mawo, mawu, manto, mantu, mæno, mænu, mæto, mætu, mæwo, mæwu, mænto, mæntu, wano, wanu, wato, watu, wawo, wawu, wanto, wantu, wæno, wænu, wæto, wætu, wæwo, wæwu, wænto, wæntu"
banja,F.,"Schlag, Wunde, eiternde Wunde, Geschwür","open wound, sore (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,['3'],certain,form,banja,"open_wound, sore",n,"pana, paja, pænæ, pæjæ, mana, maja, mænæ, mæjæ, wana, waja, wænæ, wæjæ"
bannwīda,F.,Bannweite,reach of ban,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,[],certain,word,bannwiða,reach_of_ban,n,too long
bansts,M.,"Scheuer, Scheune","barn, storehouse",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,['2'],certain,form,bansts,"barn, storehouse",n,
bar,N.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,[],certain,,bar,,n,
bara,M.,Mann,man,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,[],uncertain,word,bara,man,n,"para, pæræ, mara, mæræ, wara, wæræ"
barbarus,M.,"Nichtgrieche, Barbar, Ausländer, Fremder","foreigner, barbarian",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,['1'],certain,,barbarus,"foreigner, barbarian",n,too long
bards,M.,Bart,beard,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,"['1', '1']",certain,word,bards,beard,n,
bards,M.,Riese (M.),giant (M.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,['2'],certain,word,bards,giant,n,
baris,N.,Gerste,barley,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,[],certain,word,barɪs,barley,n,too long
barizeins,Adj.,"von Gerste bereitet, gersten, Gersten...","of barley, made of barley flour",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,['4'],certain,form,barɪzins,"of_barley, made_of_barley_flour",a,too long
barms,M.,"Busen, Schoß (M.) (1), Brust","lap (N.), bosom, breast (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,['5'],certain,form,barms,"lap, bosom, breast",n,
barn,N.,Kind,child,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,['78'],certain,,barn,child,n,
barnahs,Adj.,bekindet,with children,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,[],uncertain,word,barnahs,with_children,a,too long
barnilō,N.,"Kindlein, Kindchen, Knäblein","little child, son",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,['8'],certain,,barnɪlo,"little_child, son",n,too long
barniskei,F.,"kindliches Wesen, Kinderei","childishness, childish nature, childlike matters",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=36,['1'],certain,form,barnɪski,"childishness, childish_nature, childlike_matters",n,too long
barniski,N.,Kindheit,childhood,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=37,['2'],certain,form,barnɪskɪ,childhood,n,too long
barnisks,Adj.,"kindlich, kindisch","childish, childlike",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=37,['2'],certain,form,barnɪsks,"childish, childlike",a,too long
bars,M.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=37,[],certain,,bars,,n,
barsiks,M.,Barsch,perch,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=37,[],uncertain,word,barsɪks,perch,n,too long
barusnjan,V.,"fromm verehren, verehren, kindlich ehren","show loyalty, show filial piety towards, acknowledge the parental prerogatives o>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=37,['1'],certain,,barusnjan,"show_loyalty, show_filial_piety_towards, acknowledge_the_parental_prerogatives_o",v,too long
bas,Adj.,"bar (Adj.), bloß",bare (Adj.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=37,[],certain,word,bas,bare,a,
basi,N.,Beere,berry,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=37,[],certain,form,basɪ,berry,n,"pasi, pase, pæsi, pæse, masi, mase, mæsi, mæse, wasi, wase, wæsi, wæse"
