Original,Orth,en,de,type,type.1,IPA,split,proto,protouew
szégyen,szégye,shame,Scham,N,,seːɟɛ,s¹e³ɟ³ɛ²,ʃʲijɜ (3.75); ʃʲenʲt͡ʃʲɜ (3.75); ʃʲinʲt͡ʃʲɜ (3.5); ʃʲinɜ (3.5); ʃʲija (3.5); ʃʲiðʲɜ (3.5); ʃʲenʲt͡ʃʲa (3.5); ʃʲenɜ (3.5); ʃʲejɜ (3.5); ʃʲinʲt͡ʃʲa (3.25); ʃʲina (3.25); ʃʲiðʲa (3.25); ʃʲena (3.25); ʃʲeja (3.25); ʃʲeðʲɜ (3.0); ʃʲænɜ (3.0); ʃʲeðʲa (2.75); ʃʲænʲt͡ʃʲɜ (2.75); ʃʲæna (2.75); ʃʲæjɜ (2.75); ʃʲæðʲɜ (2.75); ʃʲænʲt͡ʃʲa (2.5); ʃʲæja (2.5); ʃʲæðʲa (2.5),šʲijɜ (3.75); šʲeńćɜ (3.75); šʲińćɜ (3.5); šʲinɜ (3.5); šʲija (3.5); šʲiδʲɜ (3.5); šʲeńća (3.5); šʲenɜ (3.5); šʲejɜ (3.5); šʲińća (3.25); šʲina (3.25); šʲiδʲa (3.25); šʲena (3.25); šʲeja (3.25); šʲeδʲɜ (3.0); šʲänɜ (3.0); šʲeδʲa (2.75); šʲäńćɜ (2.75); šʲäna (2.75); šʲäjɜ (2.75); šʲäδʲɜ (2.75); šʲäńća (2.5); šʲäja (2.5); šʲäδʲa (2.5)
székely,széke,Szekely,Szekely,N,,seːkɛ,s¹e³k³ɛ²,'k³' can't be from Uralic,'k³' can't be from Uralic
szelíd,szelí,tame,zahm,Adj,,sɛliː,s¹ɛ³l³i²,ʃʲoð¨ (5.5); ʃʲ¨lk¨ (5.5); ʃʲoðɜ (5.25); ʃʲæm¨ (5.25); ʃʲ¨lkɜ (5.25); ʃʲæmɜ (5.0); ʃʲem¨ (3.0); ʃʲ¨l¨ (3.0); ʃʲolk¨ (2.75); ʃʲol¨ (2.75); ʃʲemɜ (2.75); ʃʲelk¨ (2.75); ʃʲælk¨ (2.75); ʃʲæð¨ (2.75); ʃʲ¨m¨ (2.75); ʃʲ¨lɜ (2.75); ʃʲ¨ð¨ (2.75); ʃʲom¨ (2.5); ʃʲolkɜ (2.5); ʃʲolɜ (2.5); ʃʲelkɜ (2.5); ʃʲel¨ (2.5); ʃʲeð¨ (2.5); ʃʲælkɜ (2.5); ʃʲæl¨ (2.5); ʃʲæðɜ (2.5); ʃʲ¨mɜ (2.5); ʃʲ¨ðɜ (2.5); ʃʲomɜ (2.25); ʃʲelɜ (2.25); ʃʲeðɜ (2.25); ʃʲælɜ (2.25),šʲoδ¨ (5.5); šʲ¨lk¨ (5.5); šʲoδɜ (5.25); šʲäm¨ (5.25); šʲ¨lkɜ (5.25); šʲämɜ (5.0); šʲem¨ (3.0); šʲ¨l¨ (3.0); šʲolk¨ (2.75); šʲol¨ (2.75); šʲemɜ (2.75); šʲelk¨ (2.75); šʲälk¨ (2.75); šʲäδ¨ (2.75); šʲ¨m¨ (2.75); šʲ¨lɜ (2.75); šʲ¨δ¨ (2.75); šʲom¨ (2.5); šʲolkɜ (2.5); šʲolɜ (2.5); šʲelkɜ (2.5); šʲel¨ (2.5); šʲeδ¨ (2.5); šʲälkɜ (2.5); šʲäl¨ (2.5); šʲäδɜ (2.5); šʲ¨mɜ (2.5); šʲ¨δɜ (2.5); šʲomɜ (2.25); šʲelɜ (2.25); šʲeδɜ (2.25); šʲälɜ (2.25)
szid,szi,scold,schimpfen,V,,si,s¹i²,ʃʲ¨ (4.0); ʃʲɜ (3.5),šʲ¨ (4.0); šʲɜ (3.5)
szín,szí,colour,Farbe,N,,siː,s¹i²,ʃʲ¨ (4.0); ʃʲɜ (3.5),šʲ¨ (4.0); šʲɜ (3.5)
szokik,szoki,to usually do,zu tun pflegen,V,,soki,s¹o³k³i²,'k³' can't be from Uralic,'k³' can't be from Uralic
szűk,szű,narrow,eng,Adj,,syː,s¹y²,'y²' can't be from Uralic,'y²' can't be from Uralic
tag,ta,member,Mitglied,N,,tɒ,t¹ɒ²,'ɒ²' can't be from Uralic,'ɒ²' can't be from Uralic
taraj,tara,comb of a chicken,Hahnenkamm,N,,tɒrɒ,t¹ɒ³r³ɒ²,'ɒ²' can't be from Uralic,'ɒ²' can't be from Uralic
targonca,targonc,wheelbarrow,Schubkarren,N,,tɒrɡont͡s,t¹ɒ³rɡ³o³nt͡s³∅²,"'rɡ³' can't be from Uralic, 'nt͡s³' can't be from Uralic","'rɡ³' can't be from Uralic, 'nt͡s³' can't be from Uralic"
