Lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,link,ipa,subst1_kw_hw_iw
huhjan,V.,"häufen, sammeln","accumulate, stockpile (V.), store up",https://koeblergerhard.de/wikiling/?f=got&page=127,huhjan,huhjan
huhrus,M.,"Hunger, Hungersnot","hunger (N.), famine",https://koeblergerhard.de/wikiling/?f=got&page=127,huhrus,huhrus
huleins,F.,Hüllung,covering (N.),https://koeblergerhard.de/wikiling/?f=got&page=127,hulins,hulins
hulistr,N.,"Hülle, Decke","cover (N.), covering (N.), veil (N.)",https://koeblergerhard.de/wikiling/?f=got&page=127,hulɪstr,hulɪstr
huliþs,"V., Adj.",,,https://koeblergerhard.de/wikiling/?f=got&page=127,hulɪθs,hulɪθs
huljan,V.,"hüllen, verhüllen","put a cover on, cover (V.), veil (V.)",https://koeblergerhard.de/wikiling/?f=got&page=127,huljan,huljan
hulmarugeis,M.,Rugier,Rugians,https://koeblergerhard.de/wikiling/?f=got&page=127,hulmaruɡis,hulmaruɡis
hulms,M.,Insel,island,https://koeblergerhard.de/wikiling/?f=got&page=127,hulms,hulms
hulon,V.,höhlen,hollow (V.),https://koeblergerhard.de/wikiling/?f=got&page=127,hulon,hulon
huls,Adj.,hohl,hollow (Adj.),https://koeblergerhard.de/wikiling/?f=got&page=127,huls,huls
hulþa,M.,Holder,"beloved person, sweetheart (M.)",https://koeblergerhard.de/wikiling/?f=got&page=127,hulθa,hulθa
hulþo,F.,Holde,"beloved person, sweetheart (F.)",https://koeblergerhard.de/wikiling/?f=got&page=127,hulθo,hulθo
hulþs,Adj.,"hold, gnädig, günstig","kind (Adj.), clement, propitious, gracious",https://koeblergerhard.de/wikiling/?f=got&page=127,hulθs,hulθs
hulundi,F.,Höhle,"cave (N.), cavern",https://koeblergerhard.de/wikiling/?f=got&page=127,hulundɪ,hulundɪ
hun,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=128,hun,hun
hun,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=128,hun,hun
hund,"N., Num.",hundert,hundred (= 100),https://koeblergerhard.de/wikiling/?f=got&page=128,hund,hund
hunda,Num.,,,https://koeblergerhard.de/wikiling/?f=got&page=128,hunda,hunda
hundafaþs,M.,"Zenturio, Hundertführer",chief of a hundred-man military unit,https://koeblergerhard.de/wikiling/?f=got&page=128,hundafaθs,hundafaθs
hunds,M.,Hund,dog,https://koeblergerhard.de/wikiling/?f=got&page=128,hunds,hunds
hunhrus,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=128,hunhrus,hunhrus
huns,M.,junger Bär,"young bear, cub (N.)",https://koeblergerhard.de/wikiling/?f=got&page=128,huns,huns
hunsl,N.,Opfer,"sacrifice (N.), immolation",https://koeblergerhard.de/wikiling/?f=got&page=128,hunsl,hunsl
hunslags,Adj.,versöhnlich,conciliatory,https://koeblergerhard.de/wikiling/?f=got&page=128,hunslaɡs,hunslaɡs
hunslastaþs,M.,"Opferstätte, Altar","place for sacrifice, altar",https://koeblergerhard.de/wikiling/?f=got&page=128,hunslastaθs,hunslastaθs
hunsljan,V.,opfern,"sacrifice (V.), immolate",https://koeblergerhard.de/wikiling/?f=got&page=128,hunsljan,hunsljan
hunþs,M.,"Fang, Beute (F.) (1)","captivity, capture (N.)",https://koeblergerhard.de/wikiling/?f=got&page=128,hunθs,hunθs
hups,M.,Hüfte,hip (N.),https://koeblergerhard.de/wikiling/?f=got&page=128,hups,hups
hus,N.,Haus,house (N.),https://koeblergerhard.de/wikiling/?f=got&page=128,hus,hus
husa,F.,"Beinschiene, Hose, Beinkleid","greave, breeches, trousers",https://koeblergerhard.de/wikiling/?f=got&page=128,husa,husa
huzd,N.,"Hort, Schatz","treasure (N.), store of wealth",https://koeblergerhard.de/wikiling/?f=got&page=128,huzd,huzd
huzdjan,V.,"Schätze sammeln, sammeln","treasure up, store up, lay away as treasure, gather",https://koeblergerhard.de/wikiling/?f=got&page=128,huzdjan,huzdjan
hwssopo,F.,Ysop,"hyssop, small bush with highly aromatic leaves",https://koeblergerhard.de/wikiling/?f=got&page=128,hwssopo,hwssopo
hwssopon,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=128,hwssopon,hwssopon
ƕad,Adv.,,,https://koeblergerhard.de/wikiling/?f=got&page=129,hʷad,hwad
ƕadre,Adv.,wohin,"wither (Adv.), where to, to what place",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷadre,hwadre
ƕaduh,Adv.,,,https://koeblergerhard.de/wikiling/?f=got&page=129,hʷaduh,hwaduh
ƕah,Pron.,,,https://koeblergerhard.de/wikiling/?f=got&page=129,hʷah,hwah
ƕair,M.,"Kessel, ƕ-Rune","caldron, name of ƕ-rune",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷɛr,hwɛr
ƕairban,V.,"wandeln, sich wenden","go around, circulate, walk (V.), live",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷɛrban,hwɛrban
ƕairbs,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=129,hʷɛrbs,hwɛrbs
ƕairnei,F.,Schädel,skull,https://koeblergerhard.de/wikiling/?f=got&page=129,hʷɛrni,hwɛrni
ƕairneins,Adj.,Schädel-,"of the skull, cranial",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷɛrnins,hwɛrnins
ƕairno,F.,Schädel,skull,https://koeblergerhard.de/wikiling/?f=got&page=129,hʷɛrno,hwɛrno
ƕaiteis,M.,Weizen,wheat,https://koeblergerhard.de/wikiling/?f=got&page=129,hʷɛtis,hwɛtis
ƕaiwa,Adv.,"wie, irgendwie","how, how much, somehow",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷɛwa,hwɛwa
ƕan,Adv.,"wann, irgendwann, wie, um wieviel, etwa","when, whenever, at any time, whereas, how, however, however much",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷan,hwan
ƕanhun,Adv.,jemals,"ever, at any time",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷanhun,hwanhun
ƕapjan,V.,ersticken?,suffocate?,https://koeblergerhard.de/wikiling/?f=got&page=129,hʷapjan,hwapjan
ƕapnan,V.,ersticken?,suffocate?,https://koeblergerhard.de/wikiling/?f=got&page=129,hʷapnan,hwapnan
ƕar,Adv.,wo,"where, wherever, at which place",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷar,hwar
ƕarbon,V.,"wandeln, gehen, umhergehen","wander on past, pass on, walk about, stroll about, go about",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷarbon,hwarbon
ƕarjis,Pron.,"welcher, wer","which, who",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷarjɪs,hwarjɪs
ƕarjizuh,Pron.,jeder,"each one, every, every one",https://koeblergerhard.de/wikiling/?f=got&page=129,hʷarjɪzuh,hwarjɪzuh
ƕaruh,Adv.,,,https://koeblergerhard.de/wikiling/?f=got&page=130,hʷaruh,hwaruh
ƕas,Pron.,"wer, was, irgendeiner, jemand, etwas","who, what, anyone, anything",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷas,hwas
ƕashun,Pron.,jemand,"anyone, one",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷashun,hwashun
ƕassaba,Adv.,"scharf, streng","sharply, severely",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷassaba,hwassaba
ƕassei,F.,"Strenge, Schärfe","sharpness, severity",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷassi,hwassi
ƕatjan,V.,"anreizen, verlocken","whet (V.), sharpen, make keen for",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷatjan,hwatjan
ƕats,Adj.,scharf,"sharp, whetted, keen",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷats,hwats
ƕaþ,Adv.,wohin,"whither (Adv.), where to",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷaθ,hwaθ
ƕaþar,Pron.,wer von beiden,which of two,https://koeblergerhard.de/wikiling/?f=got&page=130,hʷaθar,hwaθar
ƕaþaruh,Pron.,jeder von beiden,each of two,https://koeblergerhard.de/wikiling/?f=got&page=130,hʷaθaruh,hwaθaruh
ƕaþjan,V.,schäumen,"foam (V.), froth (V.)",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷaθjan,hwaθjan
ƕaþo,F.,Schaum,"foam (N.), froth (N.)",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷaθo,hwaθo
ƕaþro,Adv.,"woher, von woher","whence, where from, from which",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷaθro,hwaθro
ƕazuh,"Pron., M.",jeder,"each, everyone, every one",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷazuh,hwazuh
ƕe,Adv.,"wem, mit wem, womit, um was, irgendwie, etwa","to whom, with whom, wherewith, how, in what way, in any way, somehow",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷe,hwe
ƕeh,Adv.,"jedenfalls, nur","in any case, in whatever case, no matter what, just only",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷeh,hweh
ƕeila,F.,"Weile, Zeit, Stunde","while (N.), time (N.), time period, interval, hour",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷila,hwila
ƕeila,,,,https://koeblergerhard.de/wikiling/?f=got&page=130,hʷila,hwila
ƕeilaƕairbs,Adj.,"nur eine Zeitlang dauernd, vergänglich, unbeständig","temporary, transient, transitory, lasting only for a while",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷilahʷɛrbs,hwilahwɛrbs
ƕeilains,F.,"Ruhe, Verweilen","relaxation, respite (N.), rest (N.)",https://koeblergerhard.de/wikiling/?f=got&page=130,hʷilɛns,hwilɛns
ƕeilan,V.,aufhören,"pause (V.), take an intermission, take a recess, cease",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷilan,hwilan
ƕeilohun,Adv.,eine Stunde lang,"for an hour, for a short while",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷilohun,hwilohun
ƕeitags,Adj.,weiß,white,https://koeblergerhard.de/wikiling/?f=got&page=131,hʷitaɡs,hwitaɡs
ƕeitjan,V.,weißen,"whiten, make white",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷitjan,hwitjan
ƕeits,Adj.,weiß,white,https://koeblergerhard.de/wikiling/?f=got&page=131,hʷits,hwits
ƕelauþs,Adj.,wie groß,"of what proportions, how great, what extent of, how extensive",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷelɔθs,hwelɔθs
ƕilban,V.,wölben,"arch (V.), vault (V.), camber (V.)",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷɪlban,hwɪlban
ƕileiks,"Pron., Adj.","wie beschaffen (Adj.), was für ein, welcher","what sort of, what kind of, which, of what type",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷɪliks,hwɪliks
ƕilftr,N.,,,https://koeblergerhard.de/wikiling/?f=got&page=131,hʷɪlftr,hwɪlftr
ƕilftri,"F., F.",Wölbung,"incurvature, arching, vault (N.)",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷɪlftrɪ,hwɪlftrɪ
ƕilftrjons,"F., F.",,,https://koeblergerhard.de/wikiling/?f=got&page=131,hʷɪlftrjons,hwɪlftrjons
ƕilftrjos,"F., F.","Totenkiste, Sarg","coffin, bier",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷɪlftrjos,hwɪlftrjos
ƕj,Abkürzung,760,760,https://koeblergerhard.de/wikiling/?f=got&page=131,hʷj,hwj
ƕke,Abkürzung,725,725,https://koeblergerhard.de/wikiling/?f=got&page=131,hʷke,hwke
ƕm,Abkürzung,740,740,https://koeblergerhard.de/wikiling/?f=got&page=131,hʷm,hwm
ƕmg,Abkürzung,743,743,https://koeblergerhard.de/wikiling/?f=got&page=131,hʷmɡ,hwmɡ
ƕo,Pron.,,,https://koeblergerhard.de/wikiling/?f=got&page=131,hʷo,hwo
ƕoftuli,F.,"Ruhm, Rühmen","boast (N.), boasting (N.), glory (N.)",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷoftulɪ,hwoftulɪ
ƕopan,V.,sich rühmen,"boast (V.), pride o.s.",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷopan,hwopan
ƕota,F.,Drohung,"sharp reprimand, stern warning, threat (N.)",https://koeblergerhard.de/wikiling/?f=got&page=131,hʷota,hwota
ƕotjan,V.,drohen,"reprimand sharply, warn sternly, give a severe talking-to, threaten",https://koeblergerhard.de/wikiling/?f=got&page=132,hʷotjan,hwotjan
ƕssopo,F.,Ysop,"hyssop, small bush with highly aromativ leaves",https://koeblergerhard.de/wikiling/?f=got&page=132,hʷssopo,hwssopo
ƕssopon,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=132,hʷssopon,hwssopon
ƕz,Abkürzung,707,707,https://koeblergerhard.de/wikiling/?f=got&page=132,hʷz,hwz
i,Buchstabe,"i, Abkürzung für 10","i, abbreviation for 10",https://koeblergerhard.de/wikiling/?f=got&page=132,ɪ,ɪ
ia,Konj.,,,https://koeblergerhard.de/wikiling/?f=got&page=132,ɪa,ɪa
ia,Abkürzung,11,11,https://koeblergerhard.de/wikiling/?f=got&page=132,ɪa,ɪa
ib,Abkürzung,12,12,https://koeblergerhard.de/wikiling/?f=got&page=132,ɪb,ɪb
iba,Partikel,,,https://koeblergerhard.de/wikiling/?f=got&page=132,ɪba,ɪba
ibai,Partikel,"ob, etwa, wohl, ob denn, doch wohl, doch nicht, dass nicht etwa","possibly, feasibly, how is it possible that, is it so that, is it not so that, l>>>",https://koeblergerhard.de/wikiling/?f=got&page=132,ɪbɛ,ɪbɛ
ibdalja,"M., N.","Berglehne, Abhang","declivity, downgrade, slope, descent",https://koeblergerhard.de/wikiling/?f=got&page=132,ɪbdalja,ɪbdalja
ibna,Adj.,gleich,"equal, like (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=132,ɪbna,ɪbna
ibnaleiks,Adj.,"gleichen Körpers, gleich","equipollent, equal in essence, of equal substance, equal-bodied, of similar form>>>",https://koeblergerhard.de/wikiling/?f=got&page=132,ɪbnaliks,ɪbnaliks
ibnaskauns,Adj.,"gleichschön, gleichgesichtig, gleichgestaltet","of equal appearance, of equal sightliness, of equal beauty, equally beautiful, e>>>",https://koeblergerhard.de/wikiling/?f=got&page=132,ɪbnaskɔns,ɪbnaskɔns
ibnassus,M.,"Gleichheit, Billigkeit","equalization, equality, equity, equitableness",https://koeblergerhard.de/wikiling/?f=got&page=132,ɪbnassus,ɪbnassus
ibnatjan,V.,"gleichmachen, ebnen","even out, level out, equalize",https://koeblergerhard.de/wikiling/?f=got&page=132,ɪbnatjan,ɪbnatjan
ibnjan,V.,ebnen,"make even, level (V.)",https://koeblergerhard.de/wikiling/?f=got&page=132,ɪbnjan,ɪbnjan
ibnon,V.,ebnen,"make even, level (V.)",https://koeblergerhard.de/wikiling/?f=got&page=132,ɪbnon,ɪbnon
ibns,Adj.,"eben, flach, gleich","even (Adj.), level (Adj.), flat (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=132,ɪbns,ɪbns
ibrs,M.,Eber,boar (N.),https://koeblergerhard.de/wikiling/?f=got&page=132,ɪbrs,ɪbrs
ibuks,Adj.,"rückwärts gewandt, zurück","retrorse, reversed, turned back, back (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=133,ɪbuks,ɪbuks
ich,Pron.,,,https://koeblergerhard.de/wikiling/?f=got&page=133,ɪch,ɪch
id,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=133,ɪd,ɪd
id,Abkürzung,14,14,https://koeblergerhard.de/wikiling/?f=got&page=133,ɪd,ɪd
iddja,V.,ging,went,https://koeblergerhard.de/wikiling/?f=got&page=133,ɪddja,ɪddja
idreiga,F.,Buße,"repentence, contrition, remorse (N.)",https://koeblergerhard.de/wikiling/?f=got&page=133,ɪdriɡa,ɪdriɡa
idreigon,V.,"bereuen, Buße tun","be contrite, repent (V.), regret (V.), reform one’s ways",https://koeblergerhard.de/wikiling/?f=got&page=133,ɪdriɡon,ɪdriɡon
idreigs,Adj.,reuig,remorseful,https://koeblergerhard.de/wikiling/?f=got&page=133,ɪdriɡs,ɪdriɡs
idweit,N.,"Schmach, Schimpf","ignominy, reproach (N.), disgrace (N.)",https://koeblergerhard.de/wikiling/?f=got&page=133,ɪdwit,ɪdwit
idweitan,V.,"rügen, zurechtweisen","regard with rejection, look at repudiatingly",https://koeblergerhard.de/wikiling/?f=got&page=133,ɪdwitan,ɪdwitan
idweitjan,V.,schmähen,"reproach (V.), revile (V.), reprobate, despise",https://koeblergerhard.de/wikiling/?f=got&page=133,ɪdwitjan,ɪdwitjan
ie,Abkürzung,15,15,https://koeblergerhard.de/wikiling/?f=got&page=133,ɪe,ɪe
iel,Sb.,,,https://koeblergerhard.de/wikiling/?f=got&page=133,ɪel,ɪel
ieltsch,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=133,ɪeltsch,ɪeltsch
ies,Pron.,,,https://koeblergerhard.de/wikiling/?f=got&page=133,ɪes,ɪes
iftuma,"Adv., Adj.",folgende,"subsequent, next adjacent",https://koeblergerhard.de/wikiling/?f=got&page=133,ɪftuma,ɪftuma
ig,Abkürzung,13,13,https://koeblergerhard.de/wikiling/?f=got&page=133,ɪɡ,ɪɡ
iggqar,Pron.,,,https://koeblergerhard.de/wikiling/?f=got&page=133,ɪɡɡkʷar,ɪɡɡkwar
igils,M.,Igel,hedgehog,https://koeblergerhard.de/wikiling/?f=got&page=133,ɪɡɪls,ɪɡɪls
igqar,Pron.,"euch beiden gehörig, euer beider","your, of you both, of the two of you",https://koeblergerhard.de/wikiling/?f=got&page=133,ɪɡkʷar,ɪɡkwar
igqara,Pron.,,,https://koeblergerhard.de/wikiling/?f=got&page=134,ɪɡkʷara,ɪɡkwara
igqis,Pron.,,,https://koeblergerhard.de/wikiling/?f=got&page=134,ɪɡkʷɪs,ɪɡkwɪs
ih,Abkürzung,18,18,https://koeblergerhard.de/wikiling/?f=got&page=134,ɪh,ɪh
iiz,N.,"Eis, i-Rune","ice (N.), name of i-rune",https://koeblergerhard.de/wikiling/?f=got&page=134,ɪɪz,ɪɪz
ik,Pron.,ich,I,https://koeblergerhard.de/wikiling/?f=got&page=134,ɪk,ɪk
ikei,Pron.,"der ich, ich welcher","I who, I that",https://koeblergerhard.de/wikiling/?f=got&page=134,ɪki,ɪki
in,"Präp., V.","in, an, auf, unter, zu, während (Konj.), bei, über, nach, gegen, um, für, bis zu>>>","in, into, unto, onto, at, within, when, while (Präp.), during, for, under, in vi>>>",https://koeblergerhard.de/wikiling/?f=got&page=134,ɪn,ɪn
inagjan,V.,"anfahren, bedrohen, in Angst setzen","put in a state of fear, threaten, inspire fear in, censure (V.)",https://koeblergerhard.de/wikiling/?f=got&page=134,ɪnaɡjan,ɪnaɡjan
inahei,F.,"Besonnenheit, Selbstbeherrschung","judiciousness, circumspection, prudence, sobriety",https://koeblergerhard.de/wikiling/?f=got&page=134,ɪnahi,ɪnahi
inahs,Adj.,"verständig, besonnen (Adj.), klug","judicious, circumspect (Adj.), prudent, wise (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=134,ɪnahs,ɪnahs
inaljanon,V.,"zornig machen, reizen","jealousy provoke to jealousy, make jealous, provoke, anger (V.)",https://koeblergerhard.de/wikiling/?f=got&page=134,ɪnaljanon,ɪnaljanon
inassus,"V., M.",,,https://koeblergerhard.de/wikiling/?f=got&page=134,ɪnassus,ɪnassus
inbrannjan,V.,"„anbrennen“, in Brand stecken","set afire, ignite, set on fire",https://koeblergerhard.de/wikiling/?f=got&page=134,ɪnbrannjan,ɪnbrannjan
indrobnan,V.,"in Bestürzung geraten, erschüttert werden","begin to be troubled, start to become disturbed, become disordered",https://koeblergerhard.de/wikiling/?f=got&page=134,ɪndrobnan,ɪndrobnan
infeinan,V.,"sich erbarmen, gerührt sein (V.)","have compassion, be moved with compassion, have pity",https://koeblergerhard.de/wikiling/?f=got&page=134,ɪnfinan,ɪnfinan
ingaleikon,V.,"verwandeln, umwandeln","transform the likeness into, change the resemblance into, make the appearance si>>>",https://koeblergerhard.de/wikiling/?f=got&page=134,ɪnɡalikon,ɪnɡalikon
ingardja,M.,Hausgenosse,"household member, one of the same household",https://koeblergerhard.de/wikiling/?f=got&page=134,ɪnɡardja,ɪnɡardja
ingardja,Adj.,im Haus befindlich,"in the house, domiciled within, resident (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=134,ɪnɡardja,ɪnɡardja
ingdolou,Wort,,,https://koeblergerhard.de/wikiling/?f=got&page=134,ɪnɡdolou,ɪnɡdolou
ingif,N.,Gift,"poison (N.), toxicant",https://koeblergerhard.de/wikiling/?f=got&page=134,ɪnɡɪf,ɪnɡɪf
ingramjan,V.,erbittern,"incite to anger, provoke, put in a state of anger, irritate",https://koeblergerhard.de/wikiling/?f=got&page=135,ɪnɡramjan,ɪnɡramjan
ingrimjis,Adj.,schrecklich,terrible,https://koeblergerhard.de/wikiling/?f=got&page=135,ɪnɡrɪmjɪs,ɪnɡrɪmjɪs
inilo,F.,"Entschuldigung, Vorwand, Gelegenheit","pretext, pretense, alleged reason, excuse (N.)",https://koeblergerhard.de/wikiling/?f=got&page=135,ɪnɪlo,ɪnɪlo
inilon,V.,einwenden,"introduce as an excuse, allege as a reason for",https://koeblergerhard.de/wikiling/?f=got&page=135,ɪnɪlon,ɪnɪlon
inkilþo,Adj.,"schwanger, Schwangere (= inkilþō subst.)","with child, pregnant",https://koeblergerhard.de/wikiling/?f=got&page=135,ɪnkɪlθo,ɪnkɪlθo
inkunja,M.,"Stammesgenosse, Landsmann","compatriot, fellow countryman",https://koeblergerhard.de/wikiling/?f=got&page=135,ɪnkunja,ɪnkunja
inliuhtjan,V.,erleuchten,"enlighten, illuminate, make known",https://koeblergerhard.de/wikiling/?f=got&page=135,ɪnlɪuhtjan,ɪnlɪwhtjan
inmaideins,F.,"Vertauschung, Tausch","exchange (N.), interchange (N.), substitution",https://koeblergerhard.de/wikiling/?f=got&page=135,ɪnmɛdins,ɪnmɛdins
inmaidjan,V.,"verwandeln, verändern","transmute, transform, transfigure, transubstantiate, exchange (V.), metamorphose",https://koeblergerhard.de/wikiling/?f=got&page=135,ɪnmɛdjan,ɪnmɛdjan
inn,"Adv., V.",hinein,"in, into, within",https://koeblergerhard.de/wikiling/?f=got&page=135,ɪnn,ɪnn
inna,"Adv., V.","innen, innerhalb","within, inside (Adv.)",https://koeblergerhard.de/wikiling/?f=got&page=135,ɪnna,ɪnna
innakunds,Adj.,"zum Haus gehörig, Hausgenosse (subst.)","from within the household, of the same household",https://koeblergerhard.de/wikiling/?f=got&page=135,ɪnnakunds,ɪnnakunds
innana,Adv.,"von innen, hinein, innen, innerhalb, inwendig (= innana gardis)","from inside, within, into the inside of (= innana gardis)",https://koeblergerhard.de/wikiling/?f=got&page=135,ɪnnana,ɪnnana
