Hun,0+H+∅,0,cnt0,ex0,1,cnt1,ex1,2,cnt2,ex2,3,cnt3,ex3,4,cnt4,ex4,5,cnt5,ex5,6,cnt6,ex6,cnt∑,ex∑,Clen,Vlen,Soundlen,NSE
ágy,0aɟ∅,*0>0¹,22,"*aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë, ",*a>a¹,5,"*aδ'ɜ>ágy, *alɜ>áld, *arwa>ár, *arɜ>árt, *salkɜ>áll, ",*ðʲ>ɟ³,1,"*aδ'ɜ>ágy, ",*ɜ>∅²,62,"*aδ'ɜ>ágy, *alɜ>áld, *arɜ>árt, *äŋɜ>ég, *ćäŋkɜ>szeg, *ćerɜ>szűr, *čijɜ>siet, *čukkɜ>sok, *ećɜ>öcs, *ewkkɜ>ük, *kalɜ>hál, *kanɜ>hány, *kečɜ>kés, *kitɜ>köz, *konɜ>hón, *końćkɜ>hárs, *kunɜ>joh, *kuśɜ>húsz, *läppɜ>lép, *leppɜ>lep, *lomɜ>láng, *lȣńćɜ>légy, *lȣppɜ>láp, *mänɜ>ment, *mińɜ>mënny, *moĺɜ>mëggy, *mulɜ>múl, *muŋkɜ>mag, *mȣlɜ>mál, *nȣjɜ>nyújt, *ńuŋɜ>nyug, *oδamɜ>álom, *ońćarɜ>agyar, *paδɜ>fal, *paδ'tɜ>fajd, *pänɜ>fen, *pećɜ>fűz, *pentɜ>fëd, *pućɜrɜ>facsar, *pučɜ>fogy, *puwɜ >fúl, *pȣčɜ>fágy, *raćɜ>rés, *räćɜ>rész, *salkɜ>áll, *särɜ>ér, *soŋkɜ >agg, *śalkɜ>szál, *śarɜ >szar, *śäŋkɜ>segg, *šärɜ>ér, *šerɜ >ér, *tekɜ>tűz, *temɜ>töm, *teppɜ>több, *terɜ>tér, *wačɜ>vás, *wäntɜ>véd, *wäŋćɜ>vés, *weδɜ>öl, *wolnɜ>ón, *workɜ>varr, ",-,0,0,-,0,0,-,0,0,90," *aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë,  *aδ'ɜ>ágy, *alɜ>áld, *arwa>ár, *arɜ>árt, *salkɜ>áll,  *aδ'ɜ>ágy,  *aδ'ɜ>ágy, *alɜ>áld, *arɜ>árt, *äŋɜ>ég, *ćäŋkɜ>szeg, *ćerɜ>szűr, *čijɜ>siet, *čukkɜ>sok, *ećɜ>öcs, *ewkkɜ>ük, *kalɜ>hál, *kanɜ>hány, *kečɜ>kés, *kitɜ>köz, *konɜ>hón, *końćkɜ>hárs, *kunɜ>joh, *kuśɜ>húsz, *läppɜ>lép, *leppɜ>lep, *lomɜ>láng, *lȣńćɜ>légy, *lȣppɜ>láp, *mänɜ>ment, *mińɜ>mënny, *moĺɜ>mëggy, *mulɜ>múl, *muŋkɜ>mag, *mȣlɜ>mál, *nȣjɜ>nyújt, *ńuŋɜ>nyug, *oδamɜ>álom, *ońćarɜ>agyar, *paδɜ>fal, *paδ'tɜ>fajd, *pänɜ>fen, *pećɜ>fűz, *pentɜ>fëd, *pućɜrɜ>facsar, *pučɜ>fogy, *puwɜ >fúl, *pȣčɜ>fágy, *raćɜ>rés, *räćɜ>rész, *salkɜ>áll, *särɜ>ér, *soŋkɜ >agg, *śalkɜ>szál, *śarɜ >szar, *śäŋkɜ>segg, *šärɜ>ér, *šerɜ >ér, *tekɜ>tűz, *temɜ>töm, *teppɜ>több, *terɜ>tér, *wačɜ>vás, *wäntɜ>véd, *wäŋćɜ>vés, *weδɜ>öl, *wolnɜ>ón, *workɜ>varr,  0 0 0",2,2,4,22.5
áld,0ald∅,*0>0¹,22,"*aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë, ",*a>a¹,5,"*aδ'ɜ>ágy, *alɜ>áld, *arwa>ár, *arɜ>árt, *salkɜ>áll, ",*l>ld³,1,"*alɜ>áld, ",*ɜ>∅²,62,"*aδ'ɜ>ágy, *alɜ>áld, *arɜ>árt, *äŋɜ>ég, *ćäŋkɜ>szeg, *ćerɜ>szűr, *čijɜ>siet, *čukkɜ>sok, *ećɜ>öcs, *ewkkɜ>ük, *kalɜ>hál, *kanɜ>hány, *kečɜ>kés, *kitɜ>köz, *konɜ>hón, *końćkɜ>hárs, *kunɜ>joh, *kuśɜ>húsz, *läppɜ>lép, *leppɜ>lep, *lomɜ>láng, *lȣńćɜ>légy, *lȣppɜ>láp, *mänɜ>ment, *mińɜ>mënny, *moĺɜ>mëggy, *mulɜ>múl, *muŋkɜ>mag, *mȣlɜ>mál, *nȣjɜ>nyújt, *ńuŋɜ>nyug, *oδamɜ>álom, *ońćarɜ>agyar, *paδɜ>fal, *paδ'tɜ>fajd, *pänɜ>fen, *pećɜ>fűz, *pentɜ>fëd, *pućɜrɜ>facsar, *pučɜ>fogy, *puwɜ >fúl, *pȣčɜ>fágy, *raćɜ>rés, *räćɜ>rész, *salkɜ>áll, *särɜ>ér, *soŋkɜ >agg, *śalkɜ>szál, *śarɜ >szar, *śäŋkɜ>segg, *šärɜ>ér, *šerɜ >ér, *tekɜ>tűz, *temɜ>töm, *teppɜ>több, *terɜ>tér, *wačɜ>vás, *wäntɜ>véd, *wäŋćɜ>vés, *weδɜ>öl, *wolnɜ>ón, *workɜ>varr, ",-,0,0,-,0,0,-,0,0,90," *aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë,  *aδ'ɜ>ágy, *alɜ>áld, *arwa>ár, *arɜ>árt, *salkɜ>áll,  *alɜ>áld,  *aδ'ɜ>ágy, *alɜ>áld, *arɜ>árt, *äŋɜ>ég, *ćäŋkɜ>szeg, *ćerɜ>szűr, *čijɜ>siet, *čukkɜ>sok, *ećɜ>öcs, *ewkkɜ>ük, *kalɜ>hál, *kanɜ>hány, *kečɜ>kés, *kitɜ>köz, *konɜ>hón, *końćkɜ>hárs, *kunɜ>joh, *kuśɜ>húsz, *läppɜ>lép, *leppɜ>lep, *lomɜ>láng, *lȣńćɜ>légy, *lȣppɜ>láp, *mänɜ>ment, *mińɜ>mënny, *moĺɜ>mëggy, *mulɜ>múl, *muŋkɜ>mag, *mȣlɜ>mál, *nȣjɜ>nyújt, *ńuŋɜ>nyug, *oδamɜ>álom, *ońćarɜ>agyar, *paδɜ>fal, *paδ'tɜ>fajd, *pänɜ>fen, *pećɜ>fűz, *pentɜ>fëd, *pućɜrɜ>facsar, *pučɜ>fogy, *puwɜ >fúl, *pȣčɜ>fágy, *raćɜ>rés, *räćɜ>rész, *salkɜ>áll, *särɜ>ér, *soŋkɜ >agg, *śalkɜ>szál, *śarɜ >szar, *śäŋkɜ>segg, *šärɜ>ér, *šerɜ >ér, *tekɜ>tűz, *temɜ>töm, *teppɜ>több, *terɜ>tér, *wačɜ>vás, *wäntɜ>véd, *wäŋćɜ>vés, *weδɜ>öl, *wolnɜ>ón, *workɜ>varr,  0 0 0",2,2,4,22.5
ad,0ɒd∅,*0>0¹,22,"*aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë, ",*a>ɒ¹,2,"*amta>ad, *appe>apa, ",*mt>d³,2,"*amta>ad, *wamta>vad, ",*a>∅²,24,"*amta>ad, *aŋa>old, *arwa>ár, *ćaka>zaj, *kaδ'wa>hölgy, *kakta>két, *koja>héj, *kota>ház, *kunta>had, *lońća>lágy, *lunta>lúd, *oδa>al, *ora>ár, *paĺa>fagy, *pućka >fos, *puna>fan, *śala>szil, *śata>száz, *śorwa>szarv, *śurwa>szúr, *tuδ'ka>tőgy, *walka>vál, *wamta>vad, *wolka>váll, ",-,0,0,-,0,0,-,0,0,50," *aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë,  *amta>ad, *appe>apa,  *amta>ad, *wamta>vad,  *amta>ad, *aŋa>old, *arwa>ár, *ćaka>zaj, *kaδ'wa>hölgy, *kakta>két, *koja>héj, *kota>ház, *kunta>had, *lońća>lágy, *lunta>lúd, *oδa>al, *ora>ár, *paĺa>fagy, *pućka >fos, *puna>fan, *śala>szil, *śata>száz, *śorwa>szarv, *śurwa>szúr, *tuδ'ka>tőgy, *walka>vál, *wamta>vad, *wolka>váll,  0 0 0",2,2,4,12.5
old,0old∅,*0>0¹,22,"*aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë, ",*a>o¹,1,"*aŋa>old, ",*ŋ>ld³,1,"*aŋa>old, ",*a>∅²,24,"*amta>ad, *aŋa>old, *arwa>ár, *ćaka>zaj, *kaδ'wa>hölgy, *kakta>két, *koja>héj, *kota>ház, *kunta>had, *lońća>lágy, *lunta>lúd, *oδa>al, *ora>ár, *paĺa>fagy, *pućka >fos, *puna>fan, *śala>szil, *śata>száz, *śorwa>szarv, *śurwa>szúr, *tuδ'ka>tőgy, *walka>vál, *wamta>vad, *wolka>váll, ",-,0,0,-,0,0,-,0,0,48," *aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë,  *aŋa>old,  *aŋa>old,  *amta>ad, *aŋa>old, *arwa>ár, *ćaka>zaj, *kaδ'wa>hölgy, *kakta>két, *koja>héj, *kota>ház, *kunta>had, *lońća>lágy, *lunta>lúd, *oδa>al, *ora>ár, *paĺa>fagy, *pućka >fos, *puna>fan, *śala>szil, *śata>száz, *śorwa>szarv, *śurwa>szúr, *tuδ'ka>tőgy, *walka>vál, *wamta>vad, *wolka>váll,  0 0 0",2,2,4,12.0
apa,0ɒpɒ,*0>0¹,22,"*aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë, ",*a>ɒ¹,2,"*amta>ad, *appe>apa, ",*pp>p³,8,"*appe>apa, *ćuppɜ>csupor, *čappɜ>sápad, *läppɜ>lép, *leppɜ>lep, *lȣppɜ>láp, *säppä>epe, *šoppɜ >apad, ",*e>ɒ²,2,"*appe>apa, *kuńće>hangya, ",-,0,0,-,0,0,-,0,0,34," *aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë,  *amta>ad, *appe>apa,  *appe>apa, *ćuppɜ>csupor, *čappɜ>sápad, *läppɜ>lép, *leppɜ>lep, *lȣppɜ>láp, *säppä>epe, *šoppɜ >apad,  *appe>apa, *kuńće>hangya,  0 0 0",2,2,4,8.5
ár,0ar∅,*0>0¹,22,"*aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë, ",*a>a¹,5,"*aδ'ɜ>ágy, *alɜ>áld, *arwa>ár, *arɜ>árt, *salkɜ>áll, ",*rβ>r³,2,"*arwa>ár, *śurwa>szúr, ",*a>∅²,24,"*amta>ad, *aŋa>old, *arwa>ár, *ćaka>zaj, *kaδ'wa>hölgy, *kakta>két, *koja>héj, *kota>ház, *kunta>had, *lońća>lágy, *lunta>lúd, *oδa>al, *ora>ár, *paĺa>fagy, *pućka >fos, *puna>fan, *śala>szil, *śata>száz, *śorwa>szarv, *śurwa>szúr, *tuδ'ka>tőgy, *walka>vál, *wamta>vad, *wolka>váll, ",-,0,0,-,0,0,-,0,0,53," *aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë,  *aδ'ɜ>ágy, *alɜ>áld, *arwa>ár, *arɜ>árt, *salkɜ>áll,  *arwa>ár, *śurwa>szúr,  *amta>ad, *aŋa>old, *arwa>ár, *ćaka>zaj, *kaδ'wa>hölgy, *kakta>két, *koja>héj, *kota>ház, *kunta>had, *lońća>lágy, *lunta>lúd, *oδa>al, *ora>ár, *paĺa>fagy, *pućka >fos, *puna>fan, *śala>szil, *śata>száz, *śorwa>szarv, *śurwa>szúr, *tuδ'ka>tőgy, *walka>vál, *wamta>vad, *wolka>váll,  0 0 0",2,2,4,13.25
árt,0art∅,*0>0¹,22,"*aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë, ",*a>a¹,5,"*aδ'ɜ>ágy, *alɜ>áld, *arwa>ár, *arɜ>árt, *salkɜ>áll, ",*r>rt³,1,"*arɜ>árt, ",*ɜ>∅²,62,"*aδ'ɜ>ágy, *alɜ>áld, *arɜ>árt, *äŋɜ>ég, *ćäŋkɜ>szeg, *ćerɜ>szűr, *čijɜ>siet, *čukkɜ>sok, *ećɜ>öcs, *ewkkɜ>ük, *kalɜ>hál, *kanɜ>hány, *kečɜ>kés, *kitɜ>köz, *konɜ>hón, *końćkɜ>hárs, *kunɜ>joh, *kuśɜ>húsz, *läppɜ>lép, *leppɜ>lep, *lomɜ>láng, *lȣńćɜ>légy, *lȣppɜ>láp, *mänɜ>ment, *mińɜ>mënny, *moĺɜ>mëggy, *mulɜ>múl, *muŋkɜ>mag, *mȣlɜ>mál, *nȣjɜ>nyújt, *ńuŋɜ>nyug, *oδamɜ>álom, *ońćarɜ>agyar, *paδɜ>fal, *paδ'tɜ>fajd, *pänɜ>fen, *pećɜ>fűz, *pentɜ>fëd, *pućɜrɜ>facsar, *pučɜ>fogy, *puwɜ >fúl, *pȣčɜ>fágy, *raćɜ>rés, *räćɜ>rész, *salkɜ>áll, *särɜ>ér, *soŋkɜ >agg, *śalkɜ>szál, *śarɜ >szar, *śäŋkɜ>segg, *šärɜ>ér, *šerɜ >ér, *tekɜ>tűz, *temɜ>töm, *teppɜ>több, *terɜ>tér, *wačɜ>vás, *wäntɜ>véd, *wäŋćɜ>vés, *weδɜ>öl, *wolnɜ>ón, *workɜ>varr, ",-,0,0,-,0,0,-,0,0,90," *aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë,  *aδ'ɜ>ágy, *alɜ>áld, *arwa>ár, *arɜ>árt, *salkɜ>áll,  *arɜ>árt,  *aδ'ɜ>ágy, *alɜ>áld, *arɜ>árt, *äŋɜ>ég, *ćäŋkɜ>szeg, *ćerɜ>szűr, *čijɜ>siet, *čukkɜ>sok, *ećɜ>öcs, *ewkkɜ>ük, *kalɜ>hál, *kanɜ>hány, *kečɜ>kés, *kitɜ>köz, *konɜ>hón, *końćkɜ>hárs, *kunɜ>joh, *kuśɜ>húsz, *läppɜ>lép, *leppɜ>lep, *lomɜ>láng, *lȣńćɜ>légy, *lȣppɜ>láp, *mänɜ>ment, *mińɜ>mënny, *moĺɜ>mëggy, *mulɜ>múl, *muŋkɜ>mag, *mȣlɜ>mál, *nȣjɜ>nyújt, *ńuŋɜ>nyug, *oδamɜ>álom, *ońćarɜ>agyar, *paδɜ>fal, *paδ'tɜ>fajd, *pänɜ>fen, *pećɜ>fűz, *pentɜ>fëd, *pućɜrɜ>facsar, *pučɜ>fogy, *puwɜ >fúl, *pȣčɜ>fágy, *raćɜ>rés, *räćɜ>rész, *salkɜ>áll, *särɜ>ér, *soŋkɜ >agg, *śalkɜ>szál, *śarɜ >szar, *śäŋkɜ>segg, *šärɜ>ér, *šerɜ >ér, *tekɜ>tűz, *temɜ>töm, *teppɜ>több, *terɜ>tér, *wačɜ>vás, *wäntɜ>véd, *wäŋćɜ>vés, *weδɜ>öl, *wolnɜ>ón, *workɜ>varr,  0 0 0",2,2,4,22.5
ének,0enɛk∅,*0>0¹,22,"*aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë, ",*æ>e¹,5,"*äne>ének, *äŋɜ>ég, *säŋe>ég, *särɜ>ér, *šärɜ>ér, ",*n>n³,4,"*äne>ének, *konɜ>hón, *pänɜ>fen, *puna>fan, ",*e>ɛ³,10,"*äne>ének, *čeŋkɜ>csegely, *kećä>keszeg, *kećɜ>kengyel, *keje>köved, *kepä>kevés, *kerä>kerek, *leppɜ>lep, *mećä>messze, *wetä>vezet, ",*0>k³,8,"*äne>ének, *kerä>kerek, *kińä>könyök, *kolɜ>halok, *lewlɜ>lélëk, *pata>fazék, *śurɜ>szurok, *wajće>vöcsök, ",-,0,0,-,0,0,49," *aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë,  *äne>ének, *äŋɜ>ég, *säŋe>ég, *särɜ>ér, *šärɜ>ér,  *äne>ének, *konɜ>hón, *pänɜ>fen, *puna>fan,  *äne>ének, *čeŋkɜ>csegely, *kećä>keszeg, *kećɜ>kengyel, *keje>köved, *kepä>kevés, *kerä>kerek, *leppɜ>lep, *mećä>messze, *wetä>vezet,  *äne>ének, *kerä>kerek, *kińä>könyök, *kolɜ>halok, *lewlɜ>lélëk, *pata>fazék, *śurɜ>szurok, *wajće>vöcsök,  0 0",3,2,5,9.8
ég,0eɡ∅,*0>0¹,22,"*aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë, ",*æ>e¹,5,"*äne>ének, *äŋɜ>ég, *säŋe>ég, *särɜ>ér, *šärɜ>ér, ",*ŋ>ɡ³,8,"*äŋɜ>ég, *jäŋe>jég, *loŋe>lóg, *miŋä>mëg, *ńuŋɜ>nyug, *piŋe>fog, *säŋe>ég, *šiŋere>egér, ",*ɜ>∅²,62,"*aδ'ɜ>ágy, *alɜ>áld, *arɜ>árt, *äŋɜ>ég, *ćäŋkɜ>szeg, *ćerɜ>szűr, *čijɜ>siet, *čukkɜ>sok, *ećɜ>öcs, *ewkkɜ>ük, *kalɜ>hál, *kanɜ>hány, *kečɜ>kés, *kitɜ>köz, *konɜ>hón, *końćkɜ>hárs, *kunɜ>joh, *kuśɜ>húsz, *läppɜ>lép, *leppɜ>lep, *lomɜ>láng, *lȣńćɜ>légy, *lȣppɜ>láp, *mänɜ>ment, *mińɜ>mënny, *moĺɜ>mëggy, *mulɜ>múl, *muŋkɜ>mag, *mȣlɜ>mál, *nȣjɜ>nyújt, *ńuŋɜ>nyug, *oδamɜ>álom, *ońćarɜ>agyar, *paδɜ>fal, *paδ'tɜ>fajd, *pänɜ>fen, *pećɜ>fűz, *pentɜ>fëd, *pućɜrɜ>facsar, *pučɜ>fogy, *puwɜ >fúl, *pȣčɜ>fágy, *raćɜ>rés, *räćɜ>rész, *salkɜ>áll, *särɜ>ér, *soŋkɜ >agg, *śalkɜ>szál, *śarɜ >szar, *śäŋkɜ>segg, *šärɜ>ér, *šerɜ >ér, *tekɜ>tűz, *temɜ>töm, *teppɜ>több, *terɜ>tér, *wačɜ>vás, *wäntɜ>véd, *wäŋćɜ>vés, *weδɜ>öl, *wolnɜ>ón, *workɜ>varr, ",-,0,0,-,0,0,-,0,0,97," *aδ'ɜ>ágy, *alɜ>áld, *amta>ad, *aŋa>old, *appe>apa, *arwa>ár, *arɜ>árt, *äne>ének, *äŋɜ>ég, *ećɜ>öcs, *eδe>elő, *eje>éj, *ewkkɜ>ük, *ike>íny, *irkä>ër, *oδa>al, *oδamɜ>álom, *ońćarɜ>agyar, *ora>ár, *orpa>árva, *ȣćɜ>ásít, *¨>ë,  *äne>ének, *äŋɜ>ég, *säŋe>ég, *särɜ>ér, *šärɜ>ér,  *äŋɜ>ég, *jäŋe>jég, *loŋe>lóg, *miŋä>mëg, *ńuŋɜ>nyug, *piŋe>fog, *säŋe>ég, *šiŋere>egér,  *aδ'ɜ>ágy, *alɜ>áld, *arɜ>árt, *äŋɜ>ég, *ćäŋkɜ>szeg, *ćerɜ>szűr, *čijɜ>siet, *čukkɜ>sok, *ećɜ>öcs, *ewkkɜ>ük, *kalɜ>hál, *kanɜ>hány, *kečɜ>kés, *kitɜ>köz, *konɜ>hón, *końćkɜ>hárs, *kunɜ>joh, *kuśɜ>húsz, *läppɜ>lép, *leppɜ>lep, *lomɜ>láng, *lȣńćɜ>légy, *lȣppɜ>láp, *mänɜ>ment, *mińɜ>mënny, *moĺɜ>mëggy, *mulɜ>múl, *muŋkɜ>mag, *mȣlɜ>mál, *nȣjɜ>nyújt, *ńuŋɜ>nyug, *oδamɜ>álom, *ońćarɜ>agyar, *paδɜ>fal, *paδ'tɜ>fajd, *pänɜ>fen, *pećɜ>fűz, *pentɜ>fëd, *pućɜrɜ>facsar, *pučɜ>fogy, *puwɜ >fúl, *pȣčɜ>fágy, *raćɜ>rés, *räćɜ>rész, *salkɜ>áll, *särɜ>ér, *soŋkɜ >agg, *śalkɜ>szál, *śarɜ >szar, *śäŋkɜ>segg, *šärɜ>ér, *šerɜ >ér, *tekɜ>tűz, *temɜ>töm, *teppɜ>több, *terɜ>tér, *wačɜ>vás, *wäntɜ>véd, *wäŋćɜ>vés, *weδɜ>öl, *wolnɜ>ón, *workɜ>varr,  0 0 0",2,2,4,24.25
