"word","time","question","origin"
"tanya","from_1101_1150","0","Slavic_inGeneral"
"tányér","from_1351_1400","0","NewLatin_Italian"
"tapasz","from_1201_1250","0","InternalDevelopment_Formed_Derivation"
"tápászkodik","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"tapasztal","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"tapenol","from_1901_1950","0","Germanic_inGeneral"
"tapéta","from_1801_1850","0","Germanic_inGeneral"
"táplál","from_1401_1500",NA,NA
"tapló","from_1051_1100","0","Turkic_Before895_nonChuvash"
"tapogat","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"tapos","from_1651_1700","0","InternalDevelopment_Formed_Derivation"
"tapsifüles","from_1601_1650","0","InternalDevelopment_Formed_Compound"
"tapsol","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"tar","from_1151_1200","0","Turkic_Before895_Chuvash"
"tár1","from_1601_1650","0","InternalDevelopment_Created_Onomatopoetic"
"tár2","from_1651_1700","?","Slavic_inGeneral"
"tára","from_1751_1800","0","Internationalisms"
"tarack1","from_1401_1500","0","Germanic_Bavarian"
"tarack2","from_1551_1600","?","Slavic_Southern_Croatian_Serbian"
"tarack2","from_1551_1600","?","Slavic_Southern_Bulgarian"
"taraj","from_1501_1550","0","UnknownOrigin"
"tárca","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"tárcsa","from_1651_1700","0","Germanic_inGeneral"
"targonca","from_1551_1600","0","UnknownOrigin"
"tárgy","from_1401_1500","0","NewLatin_French"
"tarhál","from_1901_1950","0","InternalDevelopment_Formed_Derivation"
"tárház","from_1401_1500","0","InternalDevelopment_Formed_Compound"
"tarhonya","from_1551_1600","0","Turkic_After895_Ottoman"
"tarifa","from_1701_1750","0","Internationalisms"
"tarisznya","from_1501_1550","0","Wanderwort"
"tarja","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"tarka","before_1000","0","InternalDevelopment_Formed_Derivation"
"tarkabarka","from_1501_1550","0","InternalDevelopment_Formed_TwinWords"
"tarkabarka","from_1501_1550","0","InternalDevelopment_Formed_Playful"
"tarkó","from_1501_1550","0","InternalDevelopment_Formed_Derivation"
"tárkony","from_1201_1250","0","Wanderwort"
"tarló","from_1201_1250","0","Turkic_Before895_inGeneral"
"tárna","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"tárogató","from_1601_1650","0","InternalDevelopment_Formed_SkipLastWordofCompound"
"tarokk","from_1751_1800","0","Internationalisms"
"társ","from_1101_1150","?","Slavic_inGeneral"
"tarsoly","from_1301_1350","0","Germanic_Bavarian"
"tart","from_1101_1150","?","Ancient_Finno_Ugric"
"tartalom","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"tartály","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"tartár","from_1851_1900","0","NewLatin_French"
"tartomány","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"tartozik","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"tartóztat","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"táska","from_1101_1150","0","NewLatin_Italian"
"tasli","from_1851_1900","0","Germanic_Bavarian"
"taszít","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"tát","from_1401_1500","0","InternalDevelopment_Created_Onomatopoetic"
"tat1","from_1301_1350",NA,NA
"tat2","from_1551_1600",NA,NA
"tata","from_1201_1250","0","ContestedOrigin"
"tata","from_1201_1250","0","Wanderwort"
"tatár","from_1151_1200","0","Wanderwort"
"tataroz","from_1501_1550","0","UnknownOrigin"
"táv","from_1751_1800","0","InternalDevelopment_ConsciouslyFormed_Derivation"
"tavaly","from_1401_1500",NA,NA
"tavasz","from_1401_1500","0","Ancient_Finno_Ugric"
"távcso","from_1801_1850","0","InternalDevelopment_LoanTranslation_German_Compound"
"távköz","from_1851_1900","0","InternalDevelopment_Formed_Compound"
"távol","from_1351_1400","0","InternalDevelopment_Formed_FixParadigm"
"távozik","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"taxi","from_1901_1950","0","Internationalisms"
"te","from_1201_1250",NA,NA
"tea","from_1651_1700","0","Wanderwort"
"tearózsa","from_1851_1900","0","InternalDevelopment_LoanTranslation_German_Compound"
"teátrum","from_1601_1650","0","Latin_inGeneral"
"tébécé","from_1901_1950","0","InternalDevelopment_Formed_LetterWords"
"téblábol","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"tébolyog","from_1501_1550","0","InternalDevelopment_Formed_Derivation"
"technikus","from_1601_1650","0","Latin_inGeneral"
"tégely","from_1501_1550","0","Germanic_inGeneral"
"tegez1","from_1751_1800","0","InternalDevelopment_Formed_Derivation"
"tegez2","from_1201_1250","0","Ancient_Ugric"
"tégla","from_1301_1350","0","Latin_inGeneral"
"tegnap","from_1401_1500","0","InternalDevelopment_Formed_Compound"
"tehát","from_1201_1250","0","InternalDevelopment_Formed_Compound"
"tehén","from_1251_1300","?","Iranian_forExampleAlanian"
"tehén","from_1251_1300","0","ContestedOrigin"
"teher","from_1301_1350","0","ContestedOrigin"
"teher","from_1301_1350","?","Germanic_inGeneral"
"tej","from_1251_1300","0","Iranian_forExampleAlanian"
"tejfog","from_1751_1800","0","InternalDevelopment_LoanTranslation_German_Compound"
"tejút","from_1651_1700","0","InternalDevelopment_LoanTranslation_Latin_Compound"
"teke","from_1551_1600","0","UnknownOrigin"
"teker","from_1151_1200","?","Turkic_Before895_inGeneral"
"teketória","from_1701_1750","?","Latin_inGeneral"
"tekint","from_1201_1250","?","Ancient_Ugric"
"tekno","from_1201_1250","0","Turkic_Before895_inGeneral"
"teknosbéka","from_1351_1400","0","InternalDevelopment_Formed_Compound"
"tékozol","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"tékvandó","after_1951","0","Internationalisms"
"tél","from_1251_1300","0","Ancient_Finno_Ugric"
"tele","from_1351_1400",NA,NA
"telefon","from_1851_1900","0","Internationalisms"
"telek","from_1051_1100","0","InternalDevelopment_Formed_Derivation"
"telepedik","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"televény","from_1601_1650","0","InternalDevelopment_Formed_Derivation"
"televízió","from_1901_1950","0","Internationalisms"
"telik","from_1351_1400","0","Ancient_Finno_Ugric"
"telis-tele","from_1801_1850","0","InternalDevelopment_Formed_Playful"
"telivér","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"teljes","from_1201_1250","0","InternalDevelopment_Formed_Derivation"
"téma","from_1751_1800","0","Internationalisms"
"temet","from_1151_1200","0","InternalDevelopment_Formed_Derivation"
"temperamentum","from_1551_1600","0","Latin_inGeneral"
"templom","from_1401_1500","0","Latin_inGeneral"
"tempó","from_1751_1800","0","Internationalisms"
"tendencia","from_1801_1850","0","Latin_inGeneral"
"ténfereg","from_1651_1700","?","InternalDevelopment_Formed_Paronym"
"tengelic","from_1301_1350","?","Slavic_Southern_inGeneral"
"tengely","from_1351_1400","0","Turkic_Before895_inGeneral"
"tenger","from_1151_1200","0","Turkic_Before895_Chuvash"
"tengeri","from_1701_1750","0","InternalDevelopment_Formed_SkipLastWordofCompound"
"tengerszem","from_1701_1750","0","InternalDevelopment_LoanTranslation_Latin_Derivation"
"tengodik","from_1651_1700","0","InternalDevelopment_Formed_Derivation"
"tenisz","from_1801_1850","0","Internationalisms"
"tenor","from_1501_1550","0","Latin_inGeneral"
"ténsúr","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"tente","from_1751_1800","0","InternalDevelopment_Created_Onomatopoetic"
"tény","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"tenyér","from_1401_1500","?","Germanic_inGeneral"
"tenyészik","from_1501_1550","0","InternalDevelopment_Formed_Derivation"
"teológus","from_1551_1600","0","Latin_inGeneral"
"teória","from_1601_1650","0","Latin_inGeneral"
"tép","from_1251_1300","0","UnknownOrigin"
"teper","from_1701_1750","?","InternalDevelopment_Formed_Paronym"
"tepsi","from_1501_1550","0","Wanderwort"
"tér1","from_1351_1400","?","Turkic_Before895_inGeneral"
"tér1","from_1351_1400","0","ContestedOrigin"
"tér1","from_1351_1400","0","InternalDevelopment_Formed_SeparationofMeaning"
"tér2","from_1551_1600","0","Ancient_Finno_Ugric"
"tér3","from_1351_1400","0","Ancient_Ugric"
"terasz","from_1801_1850","0","NewLatin_French"
"térd","from_1351_1400","0","Turkic_Before895_Chuvash"
"térdkalács","from_1401_1500","0","InternalDevelopment_Formed_Compound"
"terebélyes","from_1751_1800","0","InternalDevelopment_Formed_Derivation"
"terefere","from_1751_1800","0","InternalDevelopment_Formed_Playful"
"terefere","from_1751_1800","0","InternalDevelopment_Formed_TwinWords"
"terel","from_1701_1750","0","InternalDevelopment_Formed_Derivation"
"terem1","from_1151_1200","0","UnknownOrigin"
"terem2","from_1201_1250","0","Slavic_inGeneral"
"teremburáját","from_1801_1850","0","InternalDevelopment_Formed_Blending"
"terep","from_1751_1800","0","InternalDevelopment_ConsciouslyFormed_Derivation"
"teringette","from_1651_1700",NA,NA
"terít","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"térít","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"terjed","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"térkép","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"természet","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"termet","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"terminus","from_1501_1550","0","Latin_inGeneral"
"termosz","from_1901_1950","0","InternalDevelopment_Formed_SkipLastWordofCompound"
"terpentin","from_1501_1550","0","Wanderwort"
"terpesz","from_1801_1850","0","InternalDevelopment_ConsciouslyFormed_inGeneral"
"terpeszkedik","from_1551_1600","0","InternalDevelopment_Formed_Derivation"
"terror","from_1601_1650","0","Latin_inGeneral"
"terv","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"tesped","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"tessék","from_1751_1800","0","InternalDevelopment_Formed_FixParadigm"
"test","from_1151_1200","0","UnknownOrigin"
"testamentum","from_1401_1500","0","Latin_inGeneral"
"testor","from_1751_1800","0","InternalDevelopment_ConsciouslyFormed_inGeneral"
"testvér","from_1601_1650","0","InternalDevelopment_Formed_Compound"
"tesz","before_1000","0","Ancient_Finno_Ugric"
"teszt","from_1901_1950","0","Internationalisms"
"tészta","from_1401_1500","0","Slavic_inGeneral"
"tetem","from_1201_1250","?","Ancient_Finno_Ugric"
"tetemes","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"tetemrehívás","from_1751_1800","0","InternalDevelopment_Formed_Compound"
"teto","from_1151_1200","0","InternalDevelopment_Formed_ShiftofWordType"
"tétova","from_1351_1400","0","InternalDevelopment_Formed_Compound"
"tetovál","from_1851_1900","0","InternalDevelopment_Formed_NewSuffix"
"tetszhalál","from_1801_1850","0","InternalDevelopment_LoanTranslation_German_Compound"
"tetszik","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"tettet","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"tetu","from_1351_1400","?","Ancient_Finno_Ugric"
"teve","from_1351_1400","0","Turkic_Before895_nonChuvash"
"tévelyeg","from_1351_1400","0","Ancient_Ugric"
"tévút","from_1801_1850","0","InternalDevelopment_LoanTranslation_German_Compound"
"textil","from_1901_1950",NA,NA
"tézis","from_1601_1650","0","Latin_inGeneral"
"ti","from_1151_1200",NA,NA
"tied","from_1351_1400","0","InternalDevelopment_Formed_FixParadigm"
"tietek","from_1401_1500","0","InternalDevelopment_Formed_FixParadigm"
"tífusz","from_1801_1850","0","Internationalisms"
"tigris","from_1501_1550","0","Latin_inGeneral"
"tik-tak","from_1801_1850","0","Germanic_inGeneral"
"tikkad","from_1501_1550","0","InternalDevelopment_Created_Onomatopoetic"
"tilinkó","from_1551_1600","0","NewLatin_Romanian"
"tiló","from_1551_1600","0","Turkic_Before895_Chuvash"
"tilt","from_1151_1200","0","InternalDevelopment_Formed_Derivation"
"tímár","from_1151_1200","?","NewLatin_Italian"
"timsó","from_1401_1500","0","InternalDevelopment_Formed_Compound"
"tincs","from_1751_1800","0","UnknownOrigin"
"tinglitangli","from_1851_1900","0","Germanic_inGeneral"
"tinó","from_1201_1250","0","Turkic_Before895_Chuvash"
"tinó","from_1201_1250","?","Iranian_forExampleAlanian"
"tinóru","from_1801_1850","0","InternalDevelopment_Formed_SkipLastWordofCompound"
"tinta","from_1201_1250","0","Latin_inGeneral"
"tip-top","after_1951","0","Germanic_inGeneral"
"tipeg","from_1701_1750","0","InternalDevelopment_Formed_Paronym"
"tipli","from_1751_1800","0","Germanic_Austrian"
"tipor","from_1601_1650","0","InternalDevelopment_Formed_Derivation"
"tipp","from_1851_1900","0","Germanic_English"
"tippan","from_1651_1700","0","UnknownOrigin"
"típus","from_1551_1600","0","Latin_inGeneral"
"tiráda","from_1751_1800","0","Internationalisms"
"tirpák","from_1801_1850","0","Slavic_Western_Slovak"
"tiszafa","from_1201_1250","0","InternalDevelopment_Formed_Compound"
"tiszavirág","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"tiszt","from_1201_1250","0","Slavic_inGeneral"
"tiszta","from_1201_1250","0","Slavic_inGeneral"
"tisztel","from_1351_1400","?","InternalDevelopment_Formed_Derivation"
"tisztel","from_1351_1400","0","ContestedOrigin"
"tisztel","from_1351_1400","?","Slavic_inGeneral"
"tisztesfu","from_1401_1500","0","InternalDevelopment_Formed_Compound"
"titán","from_1501_1550","0","Latin_inGeneral"
"titok","from_1201_1250","?","Ancient_Ugric"
"titulus","from_1501_1550","0","Latin_inGeneral"
"tivornyázik","from_1701_1750","0","InternalDevelopment_Formed_Derivation"
"tíz","from_1201_1250","0","Iranian_forExampleAlanian"
"tizenéves","after_1951","0","InternalDevelopment_Formed_Compound"
"tizenketto","from_1351_1400","0","InternalDevelopment_Formed_Compound"
"to","from_1051_1100","0","Ancient_Finno_Ugric"
"tó","from_1101_1150",NA,NA
"toalett","from_1701_1750","0","Internationalisms"
"több","from_1351_1400",NA,NA
"toboroz","from_1551_1600","0","InternalDevelopment_Formed_Derivation"
"toboz","from_1351_1400","0","UnknownOrigin"
"tobzódik","from_1501_1550","0","InternalDevelopment_Formed_Derivation"
"tocsog","from_1801_1850","0","InternalDevelopment_Created_Onomatopoetic"
"tódul","from_1501_1550","0","InternalDevelopment_Formed_Derivation"
"tóga","from_1751_1800","0","Latin_inGeneral"
"togy","from_1551_1600","?","Ancient_Finno_Ugric"
"tohonya","from_1751_1800",NA,NA
"tojástánc","from_1801_1850","0","InternalDevelopment_LoanTranslation_German_Compound"
"tojik","from_1501_1550","?","Turkic_Before895_inGeneral"
"tojik","from_1501_1550","0","ContestedOrigin"
"tök","from_1101_1150","0","Slavic_Southern_inGeneral"
"tok1","from_1101_1150","?","Turkic_Before895_nonChuvash"
"tok2","from_1101_1150","0","UnknownOrigin"
"toka","from_1101_1150","0","InternalDevelopment_Formed_FixParadigm"
"tokány","from_1751_1800","0","NewLatin_Romanian"
"toke","from_1251_1300","0","InternalDevelopment_Formed_Derivation"
"tokehal","from_1601_1650","0","InternalDevelopment_LoanTranslation_German_Compound"
"tökél","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"tökfilkó","from_1751_1800","0","InternalDevelopment_Formed_Compound"
"tökkelütött","from_1701_1750","0","InternalDevelopment_Formed_Compound"
"toklász","from_1401_1500","?","Slavic_Southern_inGeneral"
"toklyó","from_1651_1700","0","Turkic_Before895_nonChuvash"
"tökrészeg","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"tol","from_1401_1500","0","UnknownOrigin"
"tölcsér","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"told","from_1251_1300","0","InternalDevelopment_Formed_Derivation"
"tole","from_1201_1250","0","InternalDevelopment_Formed_FixParadigm"
"tölgy","from_1151_1200","?","Iranian_forExampleAlanian"
"toll","from_1301_1350",NA,NA
"tolmács","from_1051_1100","?","UnknownOrigin_Loan"
"tölt","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"tolvaj","from_1101_1150","0","InternalDevelopment_Formed_Derivation"
"töm","from_1101_1150","0","Ancient_Finno_Ugric"
"tömb","from_1801_1850","0","InternalDevelopment_ConsciouslyFormed_inGeneral"
"tombol","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"tombola","from_1851_1900","0","NewLatin_Italian"
"tömeg","from_1801_1850","0","InternalDevelopment_ConsciouslyFormed_inGeneral"
"töméntelen","from_1601_1650","0","InternalDevelopment_Formed_Derivation"
"tömény","from_1201_1250","0","Turkic_Before895_inGeneral"
"tömérdek","from_1351_1400",NA,NA
"tömjén","from_1401_1500","?","Slavic_Southern_Bulgarian"
"tömjén","from_1401_1500","?","Slavic_Southern_Croatian_Serbian"
"tömkeleg","from_1751_1800","?","InternalDevelopment_Formed_Derivation"
"tömlo","from_1351_1400","?","InternalDevelopment_Formed_ShiftofWordType"
"tömlo","from_1351_1400","0","ContestedOrigin"
"tömlöc","from_1151_1200","?","Slavic_Southern_Croatian_Serbian"
"tömör","from_1751_1800","0","InternalDevelopment_Formed_Derivation"
"tomp","from_1201_1250","0","ContestedOrigin"
"tomp","from_1201_1250","?","Ancient_Finno_Ugric"
"tomp","from_1201_1250","?","InternalDevelopment_Formed_Paronym"
"tompa","from_1201_1250","0","Slavic_inGeneral"
"tömpe","from_1351_1400","0","InternalDevelopment_Formed_Paronym"
"tompor","from_1501_1550","0","InternalDevelopment_Formed_Derivation"
"tömzsi","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"tonhal","from_1751_1800","0","InternalDevelopment_LoanTranslation_German_PartlyTranslated"
"tönk","from_1201_1250","?","InternalDevelopment_Formed_Derivation"
"tönköly","from_1401_1500","0","Germanic_UpperGerman"
"tönkretesz","from_1701_1750","0","InternalDevelopment_Formed_Compound"
"tonna","from_1501_1550","0","Latin_inGeneral"
"tónus","from_1701_1750","0","Latin_inGeneral"
"tonzúra","from_1801_1850","0","Latin_inGeneral"
"top","from_1201_1250","0","InternalDevelopment_Created_Onomatopoetic"
"topán","from_1401_1500","?","Ancient_Ugric"
"topáz","from_1201_1250","0","Wanderwort"
"topless","after_1951","0","Internationalisms"
"topog","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"töpörödik","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"toportyánféreg","from_1701_1750","0","InternalDevelopment_Formed_Compound"
"töpörtyu","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"toporzékol","from_1601_1650","0","InternalDevelopment_Formed_Derivation"
"töpreng","from_1651_1700","0","InternalDevelopment_Formed_Derivation"
"toprongyos","from_1751_1800","?","InternalDevelopment_Formed_Compound"
"tör","from_1201_1250","0","UnknownOrigin"
"tor1","from_1101_1150","?","Turkic_Before895_nonChuvash"
"tor1","from_1101_1150","?","InternalDevelopment_Formed_SeparationofMeaning"
"tor1","from_1101_1150","0","ContestedOrigin"
"tor1","from_1101_1150","?","Ancient_Finno_Ugric"
"tor1","from_1101_1150","?","Turkic_Before895_nonChuvash"
"tor1","from_1101_1150","?","InternalDevelopment_Formed_SeparationofMeaning"
"tor1","from_1101_1150","0","ContestedOrigin"
"tor1","from_1101_1150","?","Ancient_Finno_Ugric"
"tor2","from_1801_1850","?","Turkic_Before895_nonChuvash"
"tor2","from_1801_1850","0","InternalDevelopment_ConsciouslyFormed_inGeneral"
"tor2","from_1101_1150","?","Turkic_Before895_nonChuvash"
"tor2","from_1101_1150","0","InternalDevelopment_ConsciouslyFormed_inGeneral"
"törek","from_1251_1300","0","InternalDevelopment_Formed_Derivation"
"törekedik","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"törköly","from_1501_1550","?","InternalDevelopment_Formed_Derivation"
"törköly","from_1501_1550","?","Germanic_UpperGerman"
"törköly","from_1501_1550","0","ContestedOrigin"
"torlaszt","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"törleszkedik","from_1701_1750","0","InternalDevelopment_Formed_Derivation"
"törleszt","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"torlódik","from_1751_1800","0","InternalDevelopment_Formed_Derivation"
"torma","from_1251_1300","0","Turkic_Before895_inGeneral"
"torna","from_1801_1850","0","InternalDevelopment_ConsciouslyFormed_inGeneral"
"tornác","from_1401_1500","?","UnknownOrigin_Loan"
"tornádó","from_1851_1900","0","Internationalisms"
"torok","from_1051_1100","0","Ancient_Ugric"
"török","from_1051_1100","?","Turkic_Before895_inGeneral"
"török","from_1051_1100","0","Turkic_Before895_nonChuvash"
"törökbúza","from_1551_1600","0","InternalDevelopment_Formed_Compound"
"torokgyík","from_1401_1500","0","InternalDevelopment_Formed_Compound"
"törökülés","from_1901_1950","0","InternalDevelopment_Formed_Compound"
"torol","from_1501_1550","0","InternalDevelopment_Formed_Derivation"
"töröl","from_1401_1500","0","InternalDevelopment_Formed_Derivation"
"torontál","from_1201_1250","?","Turkic_Before895_inGeneral"
"torony","from_1251_1300","0","Germanic_inGeneral"
"torpan","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"törpe","from_1201_1250","0","InternalDevelopment_Formed_Derivation"
"torpedó","from_1801_1850","0","Internationalisms"
"tört","from_1801_1850","0","InternalDevelopment_Formed_SkipLastWordofCompound"
"torta","from_1501_1550","0","NewLatin_Italian"
"történik","from_1351_1400","0","UnknownOrigin"
"törtet","from_1751_1800","0","InternalDevelopment_Formed_Derivation"
"tortúra","from_1601_1650","0","Latin_inGeneral"
"törvény","from_1251_1300","0","UnknownOrigin"
"törvényszék","from_1601_1650","0","InternalDevelopment_Formed_Compound"
"torz","from_1751_1800","0","InternalDevelopment_ConsciouslyFormed_inGeneral"
"torzó","from_1851_1900","0","Internationalisms"
"torzonborz","from_1701_1750","0","InternalDevelopment_Formed_TwinWords"
"törzs","from_1601_1650",NA,NA
"torzsa","from_1201_1250","0","NewLatin_Italian"
"torzsalkodik","from_1601_1650","0","InternalDevelopment_Formed_Derivation"
"tosgyökeres","from_1551_1600","0","InternalDevelopment_Formed_Compound"
"tószt","from_1801_1850","0","Internationalisms"
"tót","from_1101_1150","?","UnknownOrigin_Loan"
"tótágas","from_1751_1800","0","InternalDevelopment_Formed_Compound"
"totem","from_1801_1850","0","Internationalisms"
"totó","from_1901_1950","0","Germanic_inGeneral"
"totojázik","from_1801_1850","0","InternalDevelopment_Created_Onomatopoetic"
"totyakos","from_1751_1800","0","InternalDevelopment_Formed_Derivation"
"totyog","from_1751_1800","0","InternalDevelopment_Created_Onomatopoetic"
"tova","from_1351_1400","0","InternalDevelopment_Formed_FixParadigm"
"tövis","from_1201_1250","0","InternalDevelopment_Formed_Derivation"
"tozeg","from_1551_1600","0","Turkic_Before895_nonChuvash"
"tozeg","from_1551_1600","?","Turkic_After895_Pecheneg_Cuman"
"tozsde","from_1801_1850","0","InternalDevelopment_Formed_Derivation"
"trabális","from_1751_1800","0","Latin_inGeneral"
"traccs","from_1851_1900","0","Germanic_Austrian"
"tradíció","from_1601_1650","0","Latin_inGeneral"
"trafik","from_1851_1900","0","Germanic_Austrian"
"trafikál","from_1751_1800","0","Internationalisms"
"trafó","from_1901_1950","0","Germanic_inGeneral"
"tragacs","from_1851_1900","?","Germanic_inGeneral"
"trágár","from_1401_1500","0","Germanic_Bavarian"
"tragédia","from_1551_1600","0","Latin_inGeneral"
"tragikus","from_1601_1650","0","Latin_inGeneral"
"trágya","from_1501_1550","0","Latin_inGeneral"
"traktál","from_1551_1600","0","Latin_inGeneral"
"traktor","from_1901_1950","0","Internationalisms"
"traktus","from_1551_1600","0","Latin_inGeneral"
"trampli","from_1851_1900",NA,NA
"trancsíroz","from_1701_1750","0","Germanic_Austrian"
"transz","from_1851_1900","0","Internationalisms"
"transzformál","from_1801_1850","0","Internationalisms"
"transzplantáció","after_1951","0","Internationalisms"
"transzport","from_1701_1750","0","Internationalisms"
"transzvesztita","after_1951","0","Internationalisms"
"trapéz","from_1801_1850","0","Internationalisms"
"trapp","from_1751_1800","0","Germanic_Bavarian"
"trappista","from_1801_1850","0","Internationalisms"
"trécsel","from_1501_1550","0","ContestedOrigin"
"trécsel","from_1501_1550","?","InternalDevelopment_Created_Onomatopoetic"
"trécsel","from_1501_1550","?","Germanic_Bavarian"
"tréfál","from_1401_1500","0","NewLatin_Italian"
"treff","from_1751_1800","0","Germanic_inGeneral"
"trehány","from_1851_1900","0","Slavic_Western_Slovak"
"trendi","after_1951","0","Germanic_English"
"tréning","from_1801_1850","0","Internationalisms"
"tribün","from_1801_1850","0","Internationalisms"
"trikó","from_1801_1850","0","NewLatin_French"
"trilla","from_1751_1800","0","Internationalisms"
"trillió","from_1801_1850","0","Internationalisms"
"tripla","from_1601_1650","0","Latin_inGeneral"
"tróger","from_1601_1650","0","Germanic_Bavarian"
"trojka","from_1851_1900","0","Slavic_Eastern_Russian"
"trolibusz","from_1901_1950","0","Internationalisms"
"trombita","from_1401_1500","0","NewLatin_Italian"
"trombózis","from_1851_1900","0","Latin_inGeneral"
"tromf","from_1551_1600","0","Germanic_inGeneral"
"trón","from_1801_1850","0","Germanic_inGeneral"
"trónus","from_1701_1750","0","Latin_inGeneral"
"tropa","from_1851_1900","?","NewLatin_Italian"
"tropikál","from_1901_1950","0","Germanic_inGeneral"
"tropikus","from_1751_1800","0","Latin_inGeneral"
"tröszt","from_1851_1900","0","Internationalisms"
"trotli","from_1851_1900","0","Germanic_Austrian"
"trotty","from_1801_1850","0","InternalDevelopment_Created_Onomatopoetic"
"trubadúr","from_1801_1850","0","Internationalisms"
"trucc","from_1701_1750","0","Germanic_inGeneral"
"trükk","from_1901_1950","0","NewLatin_French"
"tu","from_1351_1400","0","InternalDevelopment_Formed_ShiftofWordType"
"tuba1","from_1201_1250","0","Wanderwort"
"tuba2","from_1201_1250","0","InternalDevelopment_Formed_Derivation"
"tubák","from_1601_1650","0","Wanderwort"
"tubarózsa","from_1701_1750","0","Latin_inGeneral"
"tubus","from_1601_1650","0","Latin_inGeneral"
"tucat","from_1551_1600","0","Germanic_inGeneral"
"tücsök","from_1551_1600","0","InternalDevelopment_Formed_Derivation"
"tud","from_1101_1150",NA,NA
"tudniillik","from_1501_1550","0","InternalDevelopment_Formed_Compound"
"tüdo","from_1151_1200","0","UnknownOrigin"
"tufa","from_1851_1900","0","Internationalisms"
"tuja","from_1551_1600","0","Latin_inGeneral"
"tukmál","from_1601_1650","0","InternalDevelopment_Formed_Derivation"
"tükör","from_1201_1250","0","Turkic_Before895_Chuvash"
"tükörszó","from_1901_1950","0","InternalDevelopment_Formed_Compound"
"tükörtojás","from_1851_1900","0","InternalDevelopment_LoanTranslation_German_Compound"
"túl","from_1201_1250","0","InternalDevelopment_Formed_FixParadigm"
"tulajdon","from_1351_1400","0","InternalDevelopment_Formed_Derivation"
"tülekedik","from_1801_1850","0","InternalDevelopment_ConsciouslyFormed_inGeneral"
"tulipán","from_1551_1600","0","Wanderwort"
"tulipiros","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"tüll","from_1801_1850","0","Internationalisms"
"tulok","from_1251_1300","?","Turkic_Before895_inGeneral"
"tülök","from_1551_1600","0","UnknownOrigin"
"túlpart","from_1801_1850","0","InternalDevelopment_Formed_Compound"
"tumultus","from_1601_1650","0","Latin_inGeneral"
"tündér","from_1401_1500",NA,NA
"tündöklik","from_1501_1550","0","InternalDevelopment_Formed_Derivation"
"tundra","from_1801_1850","0","Internationalisms"
"tunik","from_1251_1300","0","UnknownOrigin"
"tunika","from_1701_1750","0","Latin_inGeneral"
"tunodik","from_1701_1750","0","InternalDevelopment_Formed_Derivation"
"tüntet","from_1551_1600","0","InternalDevelopment_Formed_Derivation"
"tunya","from_1351_1400","?","Slavic_Southern_Croatian_Serbian"
"tupíroz","from_1851_1900","0","Germanic_inGeneral"
