got_lemma,Wortart,got_pos,Deutsche Bedeutung,Englische Bedeutung,got_en,link,got_ipa,got_occurences,got_reconstructedness,got_certainty
agluba,Adv.,r,"schwer, schwerlich","arduously, with unpleasant difficulty","arduously, with_unpleasant_difficulty",https://koeblergerhard.de/wikiling/?f=got&page=7,aɣluβa,2,not reconstructed,certain
aglus,Adj.,a,schwierig,"difficult, toilsome","difficult, toilsome",https://koeblergerhard.de/wikiling/?f=got&page=7,aɣlus,1,form,certain
agra,Adj.,a,"scharf, spitz","pointed (Adj.), sharp","pointed, sharp",https://koeblergerhard.de/wikiling/?f=got&page=8,aɣra,,word,uncertain
ags,Adj.,a,"furchtsam, ängstlich","fearful, timid","fearful, timid",https://koeblergerhard.de/wikiling/?f=got&page=8,aɣs,,word,uncertain
aha,M.,n,"Sinn, Verstand","mental faculty, mind (N.), understanding, reason (N.), source of thought","mental_faculty, mind, understanding, reason, source_of_thought",https://koeblergerhard.de/wikiling/?f=got&page=8,aha,6,form,certain
ahaks,F.,n,"zahme weiße Taube (= Opfertaube), Taube","dove, tame white dove, pigeon (for sacrifice)","dove, tame_white_dove, pigeon",https://koeblergerhard.de/wikiling/?f=got&page=8,ahaks,4,not reconstructed,certain
ahana,"F., N.","n,v,a,r",Spreu,chaff,chaff,https://koeblergerhard.de/wikiling/?f=got&page=8,ahana,1,not reconstructed,certain
ahei,F.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=8,ahi,,word,uncertain
ahjan,V.,v,meinen,"assume, presume, think","assume, presume, think",https://koeblergerhard.de/wikiling/?f=got&page=8,ahjan,1,form,certain
ahma,M.,n,Geist,spirit,spirit,https://koeblergerhard.de/wikiling/?f=got&page=8,ahma,155153,not reconstructed,certain
ahmateins,F.,n,"Eingebung, Inspiration",inspiration,inspiration,https://koeblergerhard.de/wikiling/?f=got&page=8,ahmatins,1,form,certain
ahmatjan,V.,v,eingeben,inspire,inspire,https://koeblergerhard.de/wikiling/?f=got&page=8,ahmatjan,,word,uncertain
ahmeins,Adj.,a,"geistig, geistlich",spiritual (Adj.),spiritual,https://koeblergerhard.de/wikiling/?f=got&page=8,ahmins,13,form,certain
ahs,N.,n,Ähre,ear of grain,ear_of_grain,https://koeblergerhard.de/wikiling/?f=got&page=8,ahs,(1) 4,form,certain
ahs,Adj.,a,"verständig, besonnen (Adj.)","sensible, level-headed","sensible, levelheaded",https://koeblergerhard.de/wikiling/?f=got&page=8,ahs,(2),word,certain
ahsa,F.,n,"Achse, Achsel, a-Rune?","axis, axle, name of a-rune?","axis, axle, name_of_arune",https://koeblergerhard.de/wikiling/?f=got&page=8,ahsa,1,form,certain
ahtau,Num.,r,acht,eight,eight,https://koeblergerhard.de/wikiling/?f=got&page=8,ahtau,4,not reconstructed,certain
ahtaudōgs,Adj.,a,achttägig,"of eight days, lasting eight days, octo-diurnal","of_eight_days, lasting_eight_days, octodiurnal",https://koeblergerhard.de/wikiling/?f=got&page=8,ahtauðoɣs,1,not reconstructed,certain
ahtautaihun,Num.,r,achtzehn,eighteen,eighteen,https://koeblergerhard.de/wikiling/?f=got&page=8,ahtautaɪhun,,word,uncertain
ahtautēhund,Num.,r,achtzig,eighty,eighty,https://koeblergerhard.de/wikiling/?f=got&page=8,ahtautehund,2,not reconstructed,certain
ahtuda,Adj.,a,achte,eighth,eighth,https://koeblergerhard.de/wikiling/?f=got&page=8,ahtuða,1,form,certain
aƕa,F.,n,"Fluss, Gewässer","flowing body of water, river, stream (N.), torrent","flowing_body_of_water, river, stream, torrent",https://koeblergerhard.de/wikiling/?f=got&page=8,ahʷa,7,not reconstructed,certain
aibr,N.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=9,aɪβr,,not reconstructed,certain
aids,M.,n,"Feuer, Brand",fire (N.),fire,https://koeblergerhard.de/wikiling/?f=got&page=9,aɪðs,,word,uncertain
aíffaþa,V.,v,öffne dich,open up,open_up,https://koeblergerhard.de/wikiling/?f=got&page=9,ɛɸɸaθa,1,not reconstructed,certain
aifrs,Adj.,a,schrecklich,terrible,terrible,https://koeblergerhard.de/wikiling/?f=got&page=9,aɪɸrs,,word,uncertain
aigan,V.,v,haben,"have, own (V.), possess (V.)","have, own, possess",https://koeblergerhard.de/wikiling/?f=got&page=9,aɪɣan,32,form,certain
aigin,N.,n,"Eigentum, Vermögen","belongings, possessions, property","belongings, possessions, property",https://koeblergerhard.de/wikiling/?f=got&page=9,aɪɣɪn,6,form,certain
aiginōn,V.,v,aneignen,"appropriate (V.), make one’s own","appropriate, make_ones_own",https://koeblergerhard.de/wikiling/?f=got&page=9,aɪɣɪnon,,word,uncertain
aigins,Adj.,a,eigen,of one’s own,of_ones_own,https://koeblergerhard.de/wikiling/?f=got&page=9,aɪɣɪns,,word,uncertain
aihan,V.,v,,,,https://koeblergerhard.de/wikiling/?f=got&page=9,aɪhan,,word,uncertain
aihtr,N.,n,"Klage, Bitte","complaint, lament (N.), request (N.)","complaint, lament, request",https://koeblergerhard.de/wikiling/?f=got&page=9,aɪhtr,,word,certain
aihtrōn,V.,v,"beten, betteln, erbitten, für sich verlangen","beg, pray, request for oneself, beseech, supplicate","beg, pray, request_for_oneself, beseech, supplicate",https://koeblergerhard.de/wikiling/?f=got&page=9,aɪhtron,5,not reconstructed,certain
aihtrōns,F.,n,"Bitte, Gebet","prayer, supplication","prayer, supplication",https://koeblergerhard.de/wikiling/?f=got&page=9,aɪhtrons,3,form,certain
aihts,F.,n,"Eigentum, Besitz, Habe, Gut","belongings, property, possessions","belongings, property, possessions",https://koeblergerhard.de/wikiling/?f=got&page=9,aɪhts,2,form,certain
aíƕatundi,F.,n,"„Pferdedorn“, Dornstrauch","thornbush, bramble, prickly bush","thornbush, bramble, prickly_bush",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛhʷatundɪ,3,form,certain
aíƕs,M.,n,"Pferd, e-Rune","horse, name of e-rune","horse, name_of_erune",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛhʷs,1,form,certain
aikan,V.,v,sprechen?,speak? (V.),speak,https://koeblergerhard.de/wikiling/?f=got&page=9,aɪkan,,word,uncertain
aíkklesjō,F.,n,"Kirche, Gotteshaus, Gemeinde","church, church building, religious congregation, house of God","church, church_building, religious_congregation, house_of_God",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛkklesjo,42,not reconstructed,certain
aiks,F.,n,Eiche,oak,oak,https://koeblergerhard.de/wikiling/?f=got&page=9,aɪks,,word,uncertain
aílōe,Interj.,r,"eloi, mein Gott","eloi, my God","eloi, my_God",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛloe,2,not reconstructed,certain
ain,"Adj., N., Num.","n,v,a,r",,,,https://koeblergerhard.de/wikiling/?f=got&page=9,aɪn,,not reconstructed,certain
ainabaúr,"Adj., M.","n,v,a,r",eingeboren,"only-begotten one, only-born one","onlybegotten_one, onlyborn_one",https://koeblergerhard.de/wikiling/?f=got&page=10,aɪnaβɔr,1,form,certain
ainaha,Adj.,a,einzig,"only (Adj.), sole","only, sole",https://koeblergerhard.de/wikiling/?f=got&page=10,aɪnaha,3,not reconstructed,certain
ainakls,Adj.,a,"vereinzelt, alleinstehend, einzeln","alone, standing alone, lonely, solitary (Adj.)","alone, standing_alone, lonely, solitary",https://koeblergerhard.de/wikiling/?f=got&page=10,aɪnakls,1,form,certain
ainamundiþa,F.,n,"Einheit, Einmütigkeit","one-mindedness, unanimity","onemindedness, unanimity",https://koeblergerhard.de/wikiling/?f=got&page=10,aɪnamundɪθa,3,form,certain
ainamunds,Adj.,a,einmütig,"of one mind, unanimous","of_one_mind, unanimous",https://koeblergerhard.de/wikiling/?f=got&page=10,aɪnamunds,,word,uncertain
ainan,V.,v,,,,https://koeblergerhard.de/wikiling/?f=got&page=10,aɪnan,,word,uncertain
ainata,Num.,r,,,,https://koeblergerhard.de/wikiling/?f=got&page=10,aɪnata,,word,uncertain
ainfalþaba,Adv.,r,einfältig,"simply, candidly, whole-heartedly","simply, candidly, wholeheartedly",https://koeblergerhard.de/wikiling/?f=got&page=10,aɪnɸalθaβa,1,not reconstructed,certain
ainfalþei,F.,n,"Einfalt, Einfachheit","genuine-heartedness, sincerity, simplicity","genuineheartedness, sincerity, simplicity",https://koeblergerhard.de/wikiling/?f=got&page=10,aɪnɸalθi,6,form,certain
ainfalþs,Adj.,a,"einfach, einfältig","in one piece, simple, single, whole","in_one_piece, simple, single, whole",https://koeblergerhard.de/wikiling/?f=got&page=10,aɪnɸalθs,1,form,certain
ainƕarjizuh,Pron.,r,ein jeder,"each, each one, everyone","each, each_one, everyone",https://koeblergerhard.de/wikiling/?f=got&page=10,aɪnhʷarjɪzuh,14,not reconstructed,certain
ainƕaþaruh,Pron.,r,jeder von beiden,each one of two,each_one_of_two,https://koeblergerhard.de/wikiling/?f=got&page=10,aɪnhʷaθaruh,1,form,certain
ainlif,Num.,r,elf,eleven,eleven,https://koeblergerhard.de/wikiling/?f=got&page=10,aɪnlɪɸ,2,form,certain
ains,"Adj., Num.","n,v,a,r","ein, alleinig, ein einziger, ein gewisser, irgendein, einmal (= ainamma sinþa)","a, an, alone, one, once (= ainamma sinþa), only, single one, someone, anyone","a, an, alone, one, once, only, single_one, someone, anyone",https://koeblergerhard.de/wikiling/?f=got&page=10,aɪns,197,not reconstructed,certain
ainshun,Pron.,r,"irgendein, jeder, niemand (in neg. Sätzen), kein (in neg. Sätzen)","anyone, one, not anyone (in neg. sentences), none (in neg. sentences)","anyone, one, not_anyone, none",https://koeblergerhard.de/wikiling/?f=got&page=10,aɪnshun,75,not reconstructed,certain
aípiskaúpei,F.,n,Bischofsamt,"bishopric, episcopate, office of a bishop","bishopric, episcopate, office_of_a_bishop",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛpɪskɔpi,1,form,certain
aípiskaúpus,M.,n,Bischof,bishop,bishop,https://koeblergerhard.de/wikiling/?f=got&page=10,ɛpɪskɔpus,3,not reconstructed,certain
aípistaúle,F.,n,Brief,"epistle, letter","epistle, letter",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛpɪstɔle,1413,not reconstructed,certain
aipistula,F.,n,Brief,"epistle, letter","epistle, letter",https://koeblergerhard.de/wikiling/?f=got&page=10,aɪpɪstula,,form,certain
aípistula,F.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=10,ɛpɪstula,,form,certain
air,Adv.,r,früh,early,early,https://koeblergerhard.de/wikiling/?f=got&page=10,aɪr,3,not reconstructed,certain
airinōn,V.,v,"Gesandter sein (V.), unterhandeln, Bote sein (V.)","be an emissary, be a messenger, negotiate","be_an_emissary, be_a_messenger, negotiate",https://koeblergerhard.de/wikiling/?f=got&page=11,aɪrɪnon,2,form,certain
airis,"Adv., Adj.","n,v,a,r","längst, eher, früher",much earlier,much_earlier,https://koeblergerhard.de/wikiling/?f=got&page=11,aɪrɪs,2,not reconstructed,certain
airiza,M.,n,Vorfahre,ancestor,ancestor,https://koeblergerhard.de/wikiling/?f=got&page=11,aɪrɪza,4,form,certain
aírknis,Adj.,a,heilig,,,https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrknɪs,,not reconstructed,certain
aírkniþa,F.,n,"Lauterkeit, Echtheit, Reinheit","genuineness, integrity, probity, purity, sincerity, unadulteratedness","genuineness, integrity, probity, purity, sincerity, unadulteratedness",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrknɪθa,21,form,certain
aírkns,Adj.,a,heilig,"holy, genuine, pure, sincere, unadulterated","holy, genuine, pure, sincere, unadulterated",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrkns,1,form,certain
airmans,Adj.,a,"groß, gewaltig","enormous, huge","enormous, huge",https://koeblergerhard.de/wikiling/?f=got&page=11,aɪrmans,,word,certain
airmins,Adj.,a,"groß, gewaltig","enormous, huge","enormous, huge",https://koeblergerhard.de/wikiling/?f=got&page=11,aɪrmɪns,,word,certain
airmins,Adj.,a,,,,https://koeblergerhard.de/wikiling/?f=got&page=11,aɪrmɪns,,word,certain
aírþa,F.,n,"Erde, Land, Erdreich, Erdboden","earth, land (N.)","earth, land",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrθa,62,not reconstructed,certain
aírþakunds,Adj.,a,"von irdischer Abkunft, von der Erde stammend, irdisch","earth-born, of earthly descent, of earthly origin","earthborn, of_earthly_descent, of_earthly_origin",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrθakunds,1,form,certain
aírþeins,Adj.,a,"irdisch, irden","of earth, earthen, earthly","of_earth, earthen, earthly",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrθins,5,not reconstructed,certain
airus,M.,n,"Bote, Gesandtschaft, Abgesandter","emissary, embassy, messenger","emissary, embassy, messenger",https://koeblergerhard.de/wikiling/?f=got&page=11,aɪrus,5,not reconstructed,certain
aírzei,F.,n,"Irre, Irrlehre, Irrtum","delusion, error, misleading (N.), heresy","delusion, error, misleading, heresy",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrzi,2,form,certain
aírzeis,Adj.,a,"irre geführt, irre, verführt","deluded, erring, misled, deceived, in error","deluded, erring, misled, deceived, in_error",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrzis,4,form,certain
aírziþa,F.,n,"Irrlehre, Irre, Irrtum","deception, deludedness, delusion","deception, deludedness, delusion",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrzɪθa,2,not reconstructed,certain
aírzjan,V.,v,"irreführen, irre machen, verführen, Verführer (= airzjands)","delude, mislead, seducer (= airzjands)","delude, mislead, seducer",https://koeblergerhard.de/wikiling/?f=got&page=11,ɛrzjan,4,form,certain
aiskōn,V.,v,"fragen, fordern","ask, ask for, beg, demand (V.), look for","ask, ask_for, beg, demand, look_for",https://koeblergerhard.de/wikiling/?f=got&page=11,aɪskon,,word,uncertain
aistan,V.,v,sich scheuen vor,"have regard for, have respect for, reverence (V.)","have_regard_for, have_respect_for, reverence",https://koeblergerhard.de/wikiling/?f=got&page=11,aɪstan,3,form,certain
aiþei,F.,n,Mutter (F.) (1),mother (F.),mother,https://koeblergerhard.de/wikiling/?f=got&page=11,aɪθi,44,not reconstructed,certain
aiþeis,Adj.,a,,,,https://koeblergerhard.de/wikiling/?f=got&page=11,aɪθis,,word,uncertain
aiþs,M.,n,Eid,oath,oath,https://koeblergerhard.de/wikiling/?f=got&page=12,aɪθs,4,form,certain
aíþþau,Konj.,r,"oder, wo nicht, sonst, wenigstens","and as an alternative, alternatively, else, on the other hand, or, otherwise","and_as_an_alternative, alternatively, else, on_the_other_hand, or, otherwise",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛθθau,157156,not reconstructed,certain
aiw,V.,v,"immer, jederzeit","ever, at any time","ever, at_any_time",https://koeblergerhard.de/wikiling/?f=got&page=12,aɪw,,word,uncertain
aíwaggēli,N.,n,"Evangelium, frohe Botschaft","evangel, gospel, good tidings","evangel, gospel, good_tidings",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwaŋɡelɪ,7,form,certain
aíwaggēlista,M.,n,Evangelist,evangelist,evangelist,https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwaŋɡelɪsta,3,not reconstructed,certain
aíwaggēljan,V.,v,das Evangelium verkünden,"evangelize, spread the gospel","evangelize, spread_the_gospel",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwaŋɡeljan,1,form,certain
aíwaggēljō,F.,n,"Evangelium, frohe Botschaft","evangel, gospel, good tidings","evangel, gospel, good_tidings",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwaŋɡeljo,4948,not reconstructed,certain
aiweins,Adj.,a,ewig,"eternal, everlasting","eternal, everlasting",https://koeblergerhard.de/wikiling/?f=got&page=12,aɪwins,33,form,certain
aiwiski,N.,n,"Schande, Schmach","shame (N.), disgrace","shame, disgrace",https://koeblergerhard.de/wikiling/?f=got&page=12,aɪwɪskɪ,2,form,certain
aiwiskōn,V.,v,schändlich handeln,"behave disgracefully, treat shamefully","behave_disgracefully, treat_shamefully",https://koeblergerhard.de/wikiling/?f=got&page=12,aɪwɪskon,1,form,certain
aiwisks,Adj.,a,schändlich,"disgraceful, shameful","disgraceful, shameful",https://koeblergerhard.de/wikiling/?f=got&page=12,aɪwɪsks,,word,uncertain
aiwjan,V.,v,,,,https://koeblergerhard.de/wikiling/?f=got&page=12,aɪwjan,,word,uncertain
aíwlaúgia,M.,n,"Segen, Spende","blessing (N.), benefaction, charitable contribution, gift (N.), donation","blessing, benefaction, charitable_contribution, gift, donation",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwlɔɣɪa,1,form,certain
aiws,M.,n,"Zeit, Ewigkeit","age (N.), eternity, all time","age, eternity, all_time",https://koeblergerhard.de/wikiling/?f=got&page=12,aɪws,51,form,certain
aíwxaristia,F.,n,"Dank, Danksagung","thanksgiving, prayer of thanksgiving","thanksgiving, prayer_of_thanksgiving",https://koeblergerhard.de/wikiling/?f=got&page=12,ɛwxarɪstɪa,1,form,certain
aiz,N.,n,"Erz, Erzmünze","brass (N.), bronze (N.), copper (N.), copper coin","brass, bronze, copper, copper_coin",https://koeblergerhard.de/wikiling/?f=got&page=12,aɪz,1,form,certain
aiza,F.,n,"Scheu, Achtung, Ehre","honour (N.), inhibition, respect (N.)","honour, inhibition, respect",https://koeblergerhard.de/wikiling/?f=got&page=12,aɪza,,word,certain
aizasmiþa,M.,n,"Erzschmied, Metallarbeiter","coppersmith, worker in bronze","coppersmith, worker_in_bronze",https://koeblergerhard.de/wikiling/?f=got&page=12,aɪzasmɪθa,1,not reconstructed,certain
ajukdūþs,F.,n,Ewigkeit,eternity,eternity,https://koeblergerhard.de/wikiling/?f=got&page=12,ajukduθs,3,form,certain
ajuks,Adj.,a,ewig,eternal,eternal,https://koeblergerhard.de/wikiling/?f=got&page=12,ajuks,,word,uncertain
ak,Konj.,r,"sondern (Konj.), aber, geh","but, on the contrary, however, but rather","but, on_the_contrary, however, but_rather",https://koeblergerhard.de/wikiling/?f=got&page=13,ak,284282,not reconstructed,certain
akan,V.,v,"gehen, fahren, ziehen","drive (V.), go (V.), pull (V.)","drive, go, pull",https://koeblergerhard.de/wikiling/?f=got&page=13,akan,,word,uncertain
akei,Konj.,r,aber,"but, despite this, nevertheless","but, despite_this, nevertheless",https://koeblergerhard.de/wikiling/?f=got&page=13,aki,9998,not reconstructed,certain
akeit,"M., N.","n,v,a,r",,,,https://koeblergerhard.de/wikiling/?f=got&page=13,akit,,form,certain
akēt,"M., N.","n,v,a,r",Essig,"vinegar, wine vinegar, sour wine","vinegar, wine_vinegar, sour_wine",https://koeblergerhard.de/wikiling/?f=got&page=13,aket,2,form,certain
akeit,"M., N.","n,v,a,r",Essig,"vinegar, wine vinegar, sour wine","vinegar, wine_vinegar, sour_wine",https://koeblergerhard.de/wikiling/?f=got&page=13,akit,,form,certain
akran,N.,n,"Frucht, Ertrag","fruit, results","fruit, results",https://koeblergerhard.de/wikiling/?f=got&page=13,akran,42,not reconstructed,certain
akranalaus,Adj.,a,"„kornlos“, „fruchtlos“, unfruchtbar","fruitless, unfruitful, without fruit","fruitless, unfruitful, without_fruit",https://koeblergerhard.de/wikiling/?f=got&page=13,akranalaus,1,not reconstructed,certain
akrs,M.,n,Acker,"field, open land","field, open_land",https://koeblergerhard.de/wikiling/?f=got&page=13,akrs,6,not reconstructed,certain
āl,M.,n,,,,https://koeblergerhard.de/wikiling/?f=got&page=13,al,,form,certain
ala,Adj.,a,"all, ganz, völlig","all, the entire, the whole","all, the_entire, the_whole",https://koeblergerhard.de/wikiling/?f=got&page=13,ala,,word,uncertain
alabalstraún,N.,n,Salbenbüchse (aus Alabaster),alabaster flask,alabaster_flask,https://koeblergerhard.de/wikiling/?f=got&page=13,alaβalstrɔn,1,form,certain
