ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg
ʈᶣ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,0,-1,0,0
ɖᶣ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,0,-1,0,0
ʈˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,0,-1,0,0
ɖˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,0,-1,0,0
ʈːˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,0,1,0,0
ɖːˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,0,1,0,0
ʈʷˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ʈʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ʈʲʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ɖʷˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ɖʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ɖʲʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ʈʷː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,1,0,0
ʈːʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,1,0,0
ɖʷː,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,1,0,0
ɖːʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1,0,1,0,0
ǂ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,1,0,-1,0,0
ǂ̟,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,1,0,-1,0,0
ǂ̻,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,1,0,-1,0,0
ǂ̠,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,1,0,-1,0,0
ǂː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,0,-1,1,0,1,0,0
ǂʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,0,-1,0,0
ǂːʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,0,1,0,0
ǂʲː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,1,0,1,0,0
ǂᶣ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,1,0,-1,0,0
ǂˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,0,-1,0,0
ǂːˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,1,0,1,0,0
ǂʷˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,0,-1,0,0
ǂʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,0,-1,0,0
ǂʲʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,0,-1,0,0
ǂʷː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,0,1,0,0
ǂːʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,0,1,0,0
ǃ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,1,0,-1,0,0
ǃ̟,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,1,0,-1,0,0
ǃ̠,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,1,0,-1,0,0
ǃ̺,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,1,0,-1,0,0
ǀ̺,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,1,0,-1,0,0
ǃː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,1,0,1,0,0
tʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
ǃʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,0,-1,0,0
dʲ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,-1,0,0
ǃːʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,0,1,0,0
tːʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,1,0,0
ǃʲː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,0,1,0,0
tʲː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,1,0,0
dːʲ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,1,0,0
dʲː,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,0,1,0,0
ǃᶣ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,0,-1,0,0
tᶣ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,-1,0,0
dᶣ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,0,-1,0,0
ǃˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,0,-1,0,0
tˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,0,-1,0,0
dˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,0,-1,0,0
ǃːˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,0,1,0,0
tːˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,0,1,0,0
dːˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,0,1,0,0
ǃʷˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1,0,-1,0,0
tʷˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
tʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ǃʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1,0,-1,0,0
ǃʲʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1,0,-1,0,0
tʲʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
dʷˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
dʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
dʲʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,0,-1,0,0
ǃʷː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1,0,1,0,0
tʷː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,0,1,0,0
ǃːʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1,0,1,0,0
tːʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,0,1,0,0
dʷː,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,0,1,0,0
dːʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,0,1,0,0
ǀ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,0,-1,1,0,-1,0,0
ǀ̟,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,0,-1,1,0,-1,0,0
ǀ̻,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,0,-1,1,0,-1,0,0
ǃ̻,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,0,-1,1,0,-1,0,0
ǀ̠,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,0,-1,1,0,-1,0,0
ǀː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,0,-1,1,0,1,0,0
t̪ʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0
ǀʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,-1,0,0
d̪ʲ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,-1,0,0
ǀːʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,1,0,0
t̪ːʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,1,0,0
ǀʲː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,1,0,0
t̪ʲː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,1,0,0
d̪ːʲ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,1,0,0
d̪ʲː,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,0,1,0,0
ǀᶣ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,-1,1,1,0,-1,0,0
t̪ᶣ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,0,-1,0,0
d̪ᶣ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,0,-1,0,0
ǀˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,-1,1,0,-1,0,0
t̪ˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,0,-1,0,0
d̪ˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,0,-1,0,0
ǀːˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,-1,1,0,1,0,0
t̪ːˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,0
d̪ːˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,0,1,0,0
ǀʷˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,0,-1,0,0
t̪ʷˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
ǀʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,0,-1,0,0
t̪ʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
ǀʲʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,0,-1,0,0
t̪ʲʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
d̪ʷˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
d̪ʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
d̪ʲʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,-1,0,0
ǀʷː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,0,1,0,0
t̪ʷː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,1,0,0
ǀːʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,1,0,1,0,0
t̪ːʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,1,0,0
d̪ʷː,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,1,0,0
d̪ːʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,0,1,0,0
ʘ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,0,-1,1,0,-1,0,0
k͡p,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,0,-1,-1,0,-1,0,0
ʘ̟,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,0,-1,1,0,-1,0,0
k͡p̟,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,0,-1,-1,0,-1,0,0
ʘ̠,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,0,-1,1,0,-1,0,0
k͡p̠,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,0,-1,-1,0,-1,0,0
ɡ͡b,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,0,-1,-1,0,-1,0,0
ɡ͡b̟,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,0,-1,-1,0,-1,0,0
ɡ͡b̠,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,0,-1,-1,0,-1,0,0
ʘː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,0,-1,1,0,1,0,0
k͡pː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,0,-1,-1,0,1,0,0
ɡ͡bː,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,0,-1,-1,0,1,0,0
ʘʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,-1,-1,1,0,-1,0,0
k͡pʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
ɡ͡bʲ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
ʘːʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,-1,-1,1,0,1,0,0
k͡pːʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,0,0
ʘʲː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,-1,-1,1,0,1,0,0
k͡pʲː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,0,0
ɡ͡bːʲ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,0,0
ɡ͡bʲː,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,-1,-1,-1,0,1,0,0
k͡pˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,-1,-1,0,-1,0,0
ʘˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,-1,1,0,-1,0,0
ɡ͡bˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,-1,-1,0,-1,0,0
k͡pːˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,-1,-1,0,1,0,0
ʘːˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,-1,1,0,1,0,0
ɡ͡bːˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,-1,-1,0,1,0,0
ʘʷˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,1,1,0,-1,0,0
k͡pʷˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,1,-1,0,-1,0,0
k͡pʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ʘʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,1,1,0,-1,0,0
ʘʲʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,1,1,0,-1,0,0
k͡pʲʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ɡ͡bʷˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ɡ͡bʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ɡ͡bʲʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,0,-1,0,0
ʘʷː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,1,1,0,1,0,0
k͡pʷː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,1,-1,0,1,0,0
ʘːʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,1,1,0,1,0,0
k͡pːʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,1,-1,1,1,-1,0,1,0,0
ɡ͡bʷː,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,0,1,0,0
ɡ͡bːʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,1,1,-1,1,1,-1,0,1,0,0
pʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
bʲ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,-1,0,0
pːʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,1,0,0
pʲː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,1,0,0
bːʲ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,1,0,0
bʲː,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,-1,0,1,1,-1,-1,-1,-1,0,1,0,0
pˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1,0,0
bˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,-1,0,1,1,-1,1,-1,-1,0,-1,0,0
pːˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,1,1,-1,1,-1,-1,0,1,0,0
bːˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,-1,0,1,1,-1,1,-1,-1,0,1,0,0
pʷˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
pʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
pʲʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
bʷˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
bʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
bʲʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,-1,0,0
pʷː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,1,0,0
pːʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,1,0,0
bʷː,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,1,0,0
bːʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,-1,0,1,1,-1,1,1,-1,0,1,0,0
ǃ̼,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,1,-1,0,-1,1,0,-1,0,0
p͡tʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,0,-1,0,0
b͡dʲ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,0,-1,0,0
p͡tːʲ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,0
p͡tʲː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,0
b͡dːʲ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,0
b͡dʲː,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,0,1,0,0
p͡tˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,0,0
b͡dˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,-1,0,0
p͡tːˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,1,0,0
b͡dːˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,0,1,0,0
p͡tʷˠ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,0,-1,0,0
p͡tʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,0,-1,0,0
p͡tʲʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,0,-1,0,0
b͡dʷˠ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,1,1,-1,1,1,-1,0,-1,0,0
b͡dʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,1,1,-1,1,1,-1,0,-1,0,0
b͡dʲʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,1,1,-1,1,1,-1,0,-1,0,0
p͡tʷː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,0,1,0,0
p͡tːʷ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,-1,1,1,-1,1,1,-1,0,1,0,0
b͡dʷː,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,1,1,-1,1,1,-1,0,1,0,0
b͡dːʷ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,1,-1,1,1,-1,1,1,-1,0,1,0,0
ǀ̼,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1,1,1,-1,0,-1,1,0,-1,0,0
cˤ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
kˤ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
ɡˤ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
ɟˤ,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,-1,0,0
cˤː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
kˤː,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
cːˤ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
kːˤ,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,1,1,-1,-1,0,1,0,0
