self,mode,scdictbase,dfetymology,left,right,ptct_thresh,scdict,scdict_struc,crossval,guesslist,hm_struc_ceiling,hm_paths_ceiling,writesc,writesc_struc,vowelharmony,only_documented_clusters,sort_by_nse,struc_filter,show_workflow,write,outname,plot,plotldnld,__class__,opt_tpr,optimal_howmany,opt_tp,timing,date
<loanpy_development.sanity.Roc object at 0x000002BA448FFD60>,adapt,scdictbase_maori.txt,"('https://raw.githubusercontent.com/martino-vic/en_borrowings_maori/master/Wiktionary/forms.csv', 'https://raw.githubusercontent.com/martino-vic/en_borrowings_maori/master/Wiktionary/borrowings.csv')",Target,Source,10,scdictbase_maori.txt,{},False,"[10, 100, 1000, 2000, 10000]",4,3,False,False,False,False,False,False,True,True,maori_wiktionary_heuristics,True,True,<class 'loanpy_development.sanity.Roc'>,17,101,20/119,00:00:02,12/24/21 02:08:28
